"","res_list.IN_2.pvalue","res_list.IN_1.pvalue","res_list.IN.pvalue","res_list.nIN_1.pvalue","res_list.nIN.pvalue","res_list.nEN_1.pvalue","res_list.nEN.pvalue","res_list.IPC.pvalue","res_list.MGE.pvalue","res_list.RG.pvalue","Mean"
"TRIT1",0.250660635537197,0.470108093784403,0.527189692270421,0.566821851851354,0.326297144093978,0.202037858924891,0.341415273323323,0.42550102981554,0.669851518174822,0.0531583509795203,0.383304144875545
"MYCL",0.623934038594254,0.909206580020001,0.63183053631587,0.715863512752564,0.668462169293311,0.305208477355283,0.409564524153748,0.822343246449137,0.0578762575107744,0.884089228089604,0.602837857053455
"MFSD2A",0.416949678686878,0.532364289406737,0.926389939661749,0.267475227297575,0.827449029825194,0.958581260148528,0.198108598603666,0.846403584608132,0.650727002528055,0.445235242846735,0.606968385361325
"CAP1",0.777851952504579,0.590426670322716,0.978627388148687,0.784451578510267,0.449304701083126,0.496450277642909,0.933632048882772,0.92091585006495,0.499052842284647,0.738836800201713,0.716955010964637
"PPT1",0.876878987550204,0.858003677324179,0.894378737302403,0.621382153729394,0.824990988167477,0.308156967781529,0.821703666065993,0.997116315073474,0.0792270315361009,0.812912398040195,0.709475092257095
"RLF",0.180033954327923,0.644586362773649,0.780796241572241,0.780880027210284,0.548888499452471,0.120700474157138,0.171011285563269,0.243246064996791,0.943379338905147,0.209208088880703,0.462273033783962
"AL050341.2",0.470289687093266,0.491748855086159,0.82396169618704,0.424106772162144,0.277570423363086,0.247851493348512,0.404975422516391,0.0826829855768516,0.560444151685771,0.826449862374284,0.46100813493935
"ZMPSTE24",0.890529530660476,0.38173937435667,0.70219075721817,0.81207304175554,0.95323084700428,0.380256285744201,0.953799143654665,0.641064767303424,0.968482111084403,0.846103019773621,0.752946887855545
"COL9A2",0.00790549175407777,0.146921470632075,0.315993045857009,0.446946524064312,0.121386058781138,0.107990004150946,0.0365220618932873,0.518529319048826,0.622702931432564,0.522362128583168,0.28472590361974
"SMAP2",0.887913804032112,0.445128126776598,0.252916771577138,0.50018548393075,0.467818878124128,0.363494221494856,0.404313974950742,0.301697676158137,0.0520983350250311,0.829575945265292,0.450514321733478
"AL031985.4",0.577383675859006,0.859694378775568,6.68935593509013e-05,0.993166818151633,0.709820657961315,0.395630606994422,0.589150890986339,0.710038203295885,0.478002402077671,0.559743743390372,0.587269827105156
"ZFP69B",0.914550805480866,0.696702702961735,0.110351033732268,0.163582706740714,0.953228766263545,0.935334121054246,0.787843874499008,0.636066633056615,0.533941618671581,0.863379393052424,0.6594981655513
"AL603839.3",0.136389501830913,0.0375859422565149,0.236109020134858,0.0295233200496025,0.354429695610239,0.477757844352888,0.0968253838967348,0.963553380174468,0.594142136936508,0.62981731535449,0.355613354059722
"EXO5",0.507223216745752,0.531598187159598,0.505377064141288,0.987100829684586,0.888528806786531,0.796160836901386,0.806235584535781,0.194322204558501,0.323465938594491,0.844712572535204,0.638472524164312
"ZNF684",0.903784356666709,0.978934897077338,0.95018931231405,0.154916464100961,0.772194084311966,0.0882783806728464,0.797957002325215,0.982087796825139,0.718363710456591,0.82138429849764,0.716809030324846
"RIMS3",0.46222442313028,0.941188218200131,0.509019549632109,0.44166023367506,0.984894872268398,0.311561206441045,0.414487572126224,0.921101167227728,0.00679949853384912,0.720922204457716,0.571385894569254
"NFYC",0.197038624703079,0.103425179792392,0.414805664044774,0.582725958367265,0.226180904604259,0.868216216042982,0.676948188845589,0.534712803794728,0.696989040665391,0.634921742362892,0.493596432322335
"CITED4",0.14176180466857,0.0581545707636979,0.571462554427493,0.570965395899931,0.35253213336707,0.493038834231487,0.621360001657618,0.517204577227044,0.111415787046698,0.400965196315938,0.383886085560555
"CTPS1",0.964711557233179,0.465701960056502,0.456170919895428,0.354941542234482,0.765768399522179,0.882275446211044,0.991333768383587,0.747785637564268,0.871911575423033,0.250005679637031,0.675060648616073
"SLFNL1-AS1",0.668968524906928,0.327381194229503,0.73126108373393,0.655621224243961,0.52706324343867,0.660670985014672,0.939184537604058,0.235428912828926,0.578141055784862,0.7492251427338,0.607294590451931
"SLFNL1",0.293714880048319,0.412515426471394,0.0803479622488291,0.724185996544356,0.515099998418696,0.739977759201321,0.710721638515416,0.109407855199551,0.341957583221379,0.239783769785101,0.416771286965436
"SCMH1",0.554237208755525,0.434476214712585,0.0665572843539692,0.254497417338974,0.861586292331524,0.669767210806763,0.862073122912801,0.808081678128128,0.0705089429788705,0.102113487074021,0.468389885939316
"FOXO6",0.95494169554214,0.943743224313977,0.870206144424841,0.712039794152651,0.750745169644091,0.742389801250892,0.462947011729243,0.913275832570854,0.0763024378534533,0.643450422081709,0.707004153356385
"HIVEP3",0.0495290484545063,0.851043246265108,0.821839186309189,0.14645010130728,0.806320384111756,0.287106719261323,0.692109223890171,0.529572383633371,0.00604087063137352,0.121825469748812,0.431183663361289
"FOXJ3",0.109156447536599,0.300880523555466,0.284044219312041,0.864827957779482,0.0546772189436454,0.372548460500451,0.988677799643823,0.833975556640272,0.0401957445606946,0.0668797228929316,0.39158636513654
"RIMKLA",0.101978467554429,0.319430895174084,0.247340284595777,0.000630418923906366,0.181987374669951,0.108464531579356,0.410092215516732,0.785496927366018,4.22919243535093e-05,0.228387472508523,0.238385087981313
"PPCS",0.793008235591881,0.913414412868078,0.801245065756859,0.402266355315649,0.993145778776785,0.675375503235737,0.247285913507579,0.435127963479051,0.637434192897968,0.244797714968632,0.614310113639822
"CCDC30",0.520000630442153,0.280574752943514,0.803927053909886,0.339905498233031,0.153992175787145,0.220587478586007,0.413538872258008,0.0921629564110333,0.667271874724494,0.742807479772328,0.42347687730676
"PPIH",0.494417406028681,0.840468050660022,0.707445441557804,0.205316509572019,0.0373834360707243,0.481423801556074,0.894036205142513,0.452489849259857,0.411343082069009,0.254856157361504,0.477917993927821
"YBX1",0.958632452448473,0.850217192677247,0.595490975433021,0.754570198382983,0.43979109486839,0.00563758648427452,0.116736493953849,0.748104620971187,0.968904077214978,0.0796388228080056,0.551772351524241
"P3H1",0.685880846167347,0.687057131480109,0.892164189081497,0.326721014022541,0.483019088805748,0.864789498939665,0.333441441797738,0.859282665693096,0.869546166250129,0.698419892037303,0.670032193427517
"C1orf50",0.470853845616343,0.586514256309885,0.809203413872382,0.741802710620189,0.529504829640892,0.419387939715372,0.101286954509841,0.375487942509428,0.0299975745033312,0.485074624506645,0.454911409180431
"TMEM269",0.906295287199883,0.421055876645887,0.960029331379319,0.107595075039238,0.436284524974551,0.480086740921962,0.812547054401248,0.637814296283245,0.959059119113548,0.96398772870829,0.668475503466717
"SVBP",0.425043334147523,0.759216766999223,0.923435883838174,0.970823917628544,0.818577187667604,0.0105395433701186,0.481100014779291,0.977392285964672,0.665798595266265,0.392782391474282,0.64247099211357
"SLC2A1",0.870018496486868,0.774788990439009,0.599299994841713,0.0238422231037126,0.0374821288996021,0.201781651869987,0.92397263577799,0.0229161461973495,0.0163658957185865,0.734403416823255,0.420487158015807
"SLC2A1-AS1",0.667158957390078,0.695518336720586,0.570983110274678,0.109686942945392,0.466882392512182,0.178112806297258,0.901896712365641,0.58472834937323,0.638911231555001,0.951974877239468,0.576585371667352
"FAM183A",0.00140714905715815,0.0895136447664315,0.00726238318649185,0.970147835496003,0.0478017003275661,0.183706209086366,0.070404393048847,0.18126635887553,0.0739077827058641,0.0270965547827469,0.1652514011333
"EBNA1BP2",0.562793096236595,0.853403126041105,0.695995563474259,0.722636165405616,0.970904239984414,0.898783788934629,0.622569456144944,0.552807798749843,0.122353449815762,0.306642915496949,0.630888960028412
"CDC20",0.723140408499781,0.733412177878762,0.42141640434926,0.90701408483194,0.703002815696221,0.756391172145882,0.401389086894487,0.851921161435501,0.483639437102114,0.440018711989099,0.642134546082305
"MED8",0.357608792746462,0.969577700894891,0.551725109870749,0.550927792741628,0.959332429420163,0.553149301930307,0.961947833305698,0.798072690518109,0.787210533677592,0.484071854979625,0.697362404008522
"SZT2",0.711874495257599,0.815179420755323,0.761655414594767,0.090991512315897,0.871084575876744,0.998947451326543,0.716320380350411,0.919549330236842,0.551313349862238,0.147863785876481,0.658477971645284
"HYI",0.98262075383503,0.170071883172725,0.230920703699983,0.381977523116662,0.534210233273451,0.639541356446609,0.924118465473481,0.684502830623142,0.0833524784852218,0.442760804550607,0.507407703267691
"PTPRF",0.158820356546155,0.0280219575446204,0.237768604061903,0.35908071295289,0.0847984371772539,0.48008769152325,0.547625608837482,0.571598933136032,0.409890888479895,0.56379549822392,0.34414886884834
"KDM4A",0.621682403688671,0.70588347256041,0.444198275241995,0.387826870278008,0.454743083825897,0.330640204099958,0.883941217120374,0.791264606259237,0.886272983949052,0.732268481895815,0.623872159891942
"KDM4A-AS1",0.297272290546627,0.291412621628178,0.199963179106384,0.778625216079925,0.453109148079274,0.358270352503339,0.564473123152842,0.704445429031545,0.0786748480779232,0.711541488381563,0.44377876965876
"ST3GAL3",0.920698066068535,0.314882208583112,0.982926466731293,0.863212295498384,0.324161318308149,0.157090608925457,0.935489216410605,0.258192915388679,0.414679663225323,0.286549724941035,0.545788248408057
"AL451062.1",0.685780726982936,0.266327044519612,0.707447555801608,0.446939034898398,0.228931833819654,0.0841457889285004,0.80516155826935,0.880887888883189,0.886953827432767,0.837112786336473,0.582968804587249
"IPO13",0.568614396737369,0.644329701176714,0.225296624745456,0.262923499691135,0.474150487395452,0.598357715969725,0.879707855243521,0.666242889824317,0.969286970757051,0.939957289222042,0.622886743076278
"ATP6V0B",0.41331808348099,0.714559427777804,0.548467237932532,0.704717373336043,0.638099221719711,0.560360894124804,0.147466250124379,0.888122153848621,0.437149913839509,0.873928010630529,0.592618856681492
"B4GALT2",0.801415027549794,0.793541343926297,0.950474706197754,0.628965886738218,0.974261056187582,0.530260107926385,0.388919888145451,0.418729067113385,0.343301875358778,0.323398252888022,0.615326721203167
"CCDC24",0.464008958841482,0.447292798131633,0.761482325920699,0.872126802548959,0.0987811561550345,0.378150180374016,0.315398780460484,0.0306383332335007,0.0421091506824862,0.335424051608736,0.374541253795703
"SLC6A9",0.888960460516876,0.664417081504779,0.205686614121219,0.830398582907982,0.606120506629537,0.524903949554618,0.434039050338839,0.655178511371162,0.370437194439466,0.823073042951431,0.600321499433591
"AL139220.2",0.532804629992828,0.91981851216037,0.444633229180973,0.0611878014507566,0.232334091551775,0.117498276234362,0.732260306364118,0.193501787256548,0.960830875399672,0.823921278792356,0.501879078838376
"DMAP1",0.374540986236257,0.710469322590902,0.971382611347647,0.376575162553409,0.229980729886075,0.495406218114354,0.944344338090522,0.946552198629673,0.818712203654969,0.910802805394987,0.677876657649879
"ERI3",0.73194938757571,0.202384702081388,0.7487619993762,0.508132889786891,0.811935590199071,0.341531331347026,0.719293652410261,0.990842377074735,0.0583694715903489,0.30475670747783,0.541795810891946
"RNF220",7.5685943866347e-05,0.886229588448928,0.389669074119228,0.290428951429598,0.476277633900906,0.0890689073307594,0.644983530721502,0.777414246822293,0.13521125149214,0.818018506078778,0.4507377376288
"TMEM53",0.800268793918953,0.0966550826577521,0.999558007557792,0.55621559108076,0.846930726863623,0.361311791966589,0.745101528623389,0.364400180061522,0.391259509501555,0.90539135301542,0.606709256524736
"ARMH1",0.508691817038305,0.462222113126091,0.238629254444006,0.684021750283606,0.386777387435693,0.669791215651261,0.816505462147938,0.855494500221166,0.675220598020307,0.370149531123079,0.566750362949145
"KIF2C",0.115956847045743,0.42440713034971,0.890756415403993,0.784572542350234,0.39914365850214,0.269119822770128,0.720322582798636,0.26882927502555,0.403195250682779,0.336772855341705,0.461307638027062
"RPS8",0.249950890655923,0.883219887948439,0.071373974462108,0.0527193792575297,0.472518955260954,0.489738443132068,0.279869265860259,0.092918690881987,0.000556493669129982,0.00207791433778655,0.259494389546618
"PLK3",0.622578465593868,0.648505327198164,0.801078495996483,0.654801569979024,0.622791839345343,0.597483016861163,0.902050428513087,0.759772808727737,0.364043568205069,0.722299818749552,0.669540533916949
"PTCH2",0.395096997586015,0.25256393454525,0.868249924002134,0.746563588064811,0.478240674401274,0.788192847235377,0.799308093759294,0.109141361607366,0.370576653571053,0.782189712524243,0.559012378729682
"EIF2B3",0.596129105779306,0.945941615269874,0.341469892103392,0.988164323901484,0.682102664555777,0.761265375168981,0.230781040679226,0.951635630635555,0.830432272508365,0.44986285999489,0.677778478059685
"HECTD3",0.587440381417251,0.727185985076162,0.25110989357701,0.366946622452452,0.322856030444073,0.500692690824952,0.470528062603242,0.946007366431737,0.116574612967062,0.80562140446562,0.509496305025956
"UROD",0.881434942928439,0.746704516447047,0.116625510692825,0.42432295089046,0.926473795284598,0.54901866532208,0.22528760902317,0.962153434266896,0.561986317523169,0.808227169091932,0.620223491147061
"ZSWIM5",0.5424288206956,0.624775748708106,0.366073782163146,0.164797272233913,0.621161379713052,0.551451945491934,0.243998923053601,0.356636194524335,0.00371342441288468,0.0289745001288388,0.350401199112541
"MUTYH",0.61613890401855,0.831012615595573,0.657997727383446,0.393779234434705,0.899741317302732,0.572040483457465,0.540559088938437,0.985552955142494,0.839136802839174,0.73466490557675,0.707062403468932
"TOE1",0.471906344839376,0.956296240617675,0.250085804075527,0.797999439480159,0.65168516372408,0.346048746441942,0.257890589758883,0.726609259268837,0.920897875644464,0.507160549210357,0.58865800130613
"TESK2",0.991236876405436,0.988101317193969,0.875719419578251,0.200184575256649,0.689279152539013,0.43326070361947,0.80813401393761,0.165435617186482,0.909353970937735,0.256320865798151,0.631702651245277
"MMACHC",0.840090363980688,0.82175276443554,0.00589205170955623,0.457886933552267,0.589894502066276,0.953019229540715,0.822503991217319,0.871512571556448,0.238267964760713,0.70121051300272,0.630203088582224
"PRDX1",0.71215905006329,0.956365286797284,0.233809284893268,0.101860559468598,0.944456477319289,0.280526896315491,0.15547131355493,0.825185787728355,0.159166596429048,0.0972885231076667,0.446628977567722
"AKR1A1",0.375567115341351,0.925893029584294,0.276426332990191,0.334786896307816,0.36009609751933,0.930207314137229,0.487163204649719,0.194768967290769,0.687871633058017,0.615135736743269,0.518791632762198
"NASP",0.590443106352256,0.733968314681009,0.607570090788985,0.17241418213801,0.243531565788095,0.555143402768409,0.756706556532899,0.528623231236259,0.496139136137758,0.181362457637746,0.486590204406142
"GPBP1L1",0.998213324697295,0.454754878956362,0.660142273137279,0.229074134128155,0.395024316655224,0.111983677323091,0.299244856437968,0.582392002209187,0.0657128540257496,0.663422105576722,0.445996442314703
"TMEM69",0.918457956810116,0.939512889189906,0.725571350947527,0.756749631726173,0.827408030046803,0.351224714626053,0.824416255132405,0.174760050092852,0.718153166655695,0.73089951650615,0.696715356173368
"IPP",0.408082954946909,0.303791418392211,0.558997260210927,0.201731337774744,0.361643268952155,0.26511078788329,0.964101165098104,0.480044278780476,0.633097567664943,0.925492828190293,0.510209286789405
"MAST2",0.327081611529314,0.363540228980754,0.94345304964098,0.512563912816545,0.499169527973735,0.997566237746512,0.537277707140494,0.897352916607497,0.0104156705230429,0.196494703573227,0.52849155665321
"PIK3R3",0.843521341254292,0.117340186956538,0.498741157223045,0.619744044176791,0.421704895830407,0.761338621601684,0.93073032860944,0.895977304406976,0.406484607384171,0.888205472182701,0.638378795962604
"POMGNT1",0.272361827511592,0.838209245742117,0.221844889914834,0.535280180525026,0.905413546791861,0.224026684054408,0.303931501245193,0.417690356167622,0.644518311905934,0.935053599923987,0.529833014378257
"RAD54L",0.613639739693924,0.668929621383626,0.97424859025633,0.38497979216824,0.992958343357994,0.176025574555206,0.119342704120138,0.783989661274175,0.259885940974676,0.896663013117207,0.587066298090152
"LRRC41",0.601862312128095,0.547861971665236,0.830967080607579,0.322932784623893,0.671902764195126,0.955085738429396,0.853690263340735,0.842445833954344,0.514400417381641,0.729041607000949,0.6870190773327
"UQCRH",0.719303510925434,0.52005818731805,0.708176843433912,0.9036485083188,0.836012034323209,0.563716346993715,0.0576657644453668,0.874636022973825,0.802455437781695,0.171980380383901,0.615765303689791
"NSUN4",0.129922102159545,0.701841985932658,0.752217900255498,0.0177885301777435,0.711247472271069,0.68601203656085,0.274197858076535,0.985928046113376,0.659081741376584,0.36920442240805,0.528744209533191
"FAAH",0.265686297368135,0.908430146497918,0.833106176848189,0.100354729251409,0.723355468744732,0.772557088574663,0.935680991293586,0.380990905580464,0.0853214127324186,0.640729653066729,0.564621286995824
"MKNK1",0.841099928340162,0.377280247028043,0.526559289212908,0.014315603632782,0.349297057262774,0.822249730053884,0.797649727890998,0.790742656974646,0.480543189090085,0.761160778853553,0.576089820833983
"ATPAF1",0.311406210721696,0.177751457413635,0.269233849643774,0.818973368146933,0.394606988890117,0.919865960512358,0.382048723401884,0.857569708853065,0.873295798010876,0.867345920098269,0.587209798569261
"EFCAB14",0.716269860404092,0.453699825126518,0.800142246787155,0.267974347413348,0.590320858568526,0.0422800200228653,0.912631938969845,0.290293603985469,0.978312247498399,0.918868672266204,0.597079362104242
"STIL",0.395573056975149,0.703154677031028,0.8308659924417,0.319403997165009,0.950032895053321,0.76053439297083,0.814783800147761,0.46467079092032,0.548039098353632,0.943508422832948,0.67305671238917
"CMPK1",0.293686818806038,0.73722803912208,0.76656828009189,0.630058197031778,0.458151372718516,0.885630470665108,0.710052214862574,0.683649466142114,0.164252639306403,0.606776729310798,0.59360542280573
"SPATA6",0.197926038542049,0.0219491697464261,0.0364762294576151,0.288983730601793,0.970533545277526,0.507956953180524,0.350742585915942,0.0899582056443933,0.190352500962647,0.523081515189467,0.317796047451838
"AGBL4",0.58596007747676,0.559859029343342,0.227234774126381,0.888166799868932,0.251775327678588,0.0355473610149421,0.896655751400323,0.739999148160785,0.244711746184937,0.151140091257661,0.458105010651265
"BEND5",0.167299406390577,0.677354530752839,0.816847326430712,0.264115412637922,0.62032508936359,0.163196633554401,0.903635406263513,0.0452063362872549,0.365681858808963,0.344836122795899,0.436849812328567
"ELAVL4",0.983917077513624,0.0570801793263772,0.252694062541787,0.0076446730685496,0.145822134793656,0.77789526516021,0.399300101204473,0.388022818081733,1.04330226330976e-06,0.282226523251375,0.329460387824405
"DMRTA2",0.000273939348671882,0.0111980649145732,0.000842558327846729,0.00405832039749285,0.000446865178688959,0.00501692628914125,0.0154589308841158,0.905076981275824,2.75266659455052e-05,0.00222848084671873,0.0944628594129019
"AL049637.2",0.118640624901364,0.283388796988374,0.316192859054004,0.0240782499253254,0.910340795629378,0.522327946428328,0.216831975009874,0.679780732908872,4.84031137193058e-09,5.82489209378702e-05,0.307164023460677
"FAF1",0.512500907424836,0.624858350621227,0.949573843657011,0.924477911276697,0.612787082228472,0.86199958017991,0.398743416092018,0.829646831589245,0.00123012805686007,0.235305136383191,0.595112318750947
"CDKN2C",0.811135692078678,0.187402514488551,0.279453694067247,0.457704920571567,0.162090885195251,0.430061908944105,0.896771930988298,0.687293132974541,0.974759865586126,0.880377101205228,0.576705164609959
"RNF11",0.254049198736235,0.947684150058766,0.486831634092826,0.95492509979425,0.725967832000002,0.94946415093262,0.757621992801818,0.822674321373715,0.256813647903532,0.836880695759616,0.699291272345338
"EPS15",0.6951561117628,0.399099042103707,0.533007507923959,0.939475285938339,0.258886382867854,0.65362723241452,0.795145515642908,0.706015111171428,0.850502112557258,0.537879309475733,0.636879361185851
"OSBPL9",0.664141617997517,0.861152086346269,0.172901103883236,0.172752006208769,0.775056760311621,0.561217960075629,0.265314723232304,0.385609282396312,0.524551262834688,0.934334875040683,0.531703167832703
"NRDC",0.363623161844393,0.512904000565712,0.227472069154038,0.421421034195719,0.421401003565655,0.0200360744566295,0.133567054928811,0.770289133754567,0.480043836371888,0.404611527654209,0.375536889649162
"RAB3B",0.372033067344267,0.128954077883904,0.403439408346597,0.435693460682209,0.126111826353002,0.0542939309347896,0.786181186370398,0.508301359536199,0.746560266623995,0.137042186801564,0.369861077087692
"TXNDC12",0.940008151088435,0.568878139863339,0.730889096390048,0.637508178019358,0.223724809669035,0.38129482761442,0.708946555595835,0.399697797344882,0.252776818029617,0.20936320223551,0.505308757585048
"KTI12",0.754965818278163,0.536946699234182,0.639195720372993,0.879939089400556,0.731958874055465,0.972261487532548,0.924998504922737,0.809710039633462,0.99589928003804,0.971148921854103,0.821702443532225
"BTF3L4",0.734598569635362,0.00704988725133735,0.903292683653773,0.223626758174957,0.0393432644391076,0.50606519375298,0.983955714218706,0.769865728676574,0.959903016197674,0.228528671295026,0.53562294872955
"ZFYVE9",0.291504076870239,0.630800692552986,0.905126705367894,0.441402181460509,0.759670110200537,0.270487858941014,0.333335194549578,0.660577462684785,0.1140266112802,0.215226570569235,0.462215746447698
"CC2D1B",0.298620686067603,0.923783804257394,0.297280407280415,0.472441176578032,0.241328050086414,0.400411966180547,0.52882373778412,0.78131745513791,0.21262527352192,0.902109840567212,0.505874239746157
"ORC1",0.79487745020187,0.76579778593386,0.660051591919638,0.256731061804084,0.642088784449692,0.601608880527142,0.446597019142571,0.272990224361879,0.546143775216799,0.355147517600335,0.534203409115787
"PRPF38A",0.360559749609884,0.786170934849968,0.493200055380497,0.220200311039959,0.535778789088264,0.138890023024337,0.35457034948598,0.583654792307458,0.98751241683033,0.870353738551643,0.533089116016832
"TUT4",0.551558941008539,0.968510380542199,0.88270185367134,0.0284737919062678,0.526798999127976,0.745754471637371,0.510237138735091,0.757264551250656,0.748847486023436,0.330605410199345,0.605075302410222
"GPX7",0.887887781122703,0.592411581289581,0.505622199814514,0.265405310524752,0.640107483586108,0.543684607230308,0.967198614632217,0.644039448672849,0.348596978892423,0.772053767782813,0.616700777354827
"COA7",0.448742230215346,0.437335004846623,0.887885378657344,0.944730468628546,0.426533662378897,0.44556500756812,0.851278649262281,0.512866969631995,0.460996651965134,0.542040309431353,0.595797433258564
"ZYG11B",0.875311430098813,0.837072878105573,0.431014540345446,0.563371151837644,0.497629872025122,0.823770940146962,0.407512404919631,0.27864551564701,0.0366101788954249,0.166607542077329,0.491754645409895
"ECHDC2",0.758787453880309,0.484655698997269,0.590932318766356,0.10893697334727,0.590130901223557,0.642269702962077,0.834390113717741,0.443586621333,0.990869324593791,0.583103766860121,0.602766287568149
"SCP2",0.400356409527756,0.574671151174869,0.404753494797973,0.466587155870731,0.254769728180883,0.336213697059727,0.490139003387386,0.324421524963067,0.59836464494215,0.94065307867063,0.479092988857517
"CPT2",0.572119628808063,0.499201815261348,0.129644012429647,0.727812672687956,0.583574299539046,0.699853950435313,0.452947923944602,0.398380407670934,0.272646949228826,0.447931075587863,0.47841127355936
"AL606760.2",0.279553744712833,0.481120555649717,0.52031366413254,0.154232710032805,0.920707317436966,0.127003492484705,0.944264238273758,0.844010679834492,0.923798202859361,0.524121682497061,0.571912628791424
"CZIB",0.982865714962076,0.838429227518468,0.0959286011658593,0.749833255869482,0.749058774254711,0.201239885935258,0.110278949837847,0.48207711548496,0.233759922912084,0.136049040783704,0.457952048872445
"MAGOH",0.260737448310222,0.558256361840436,0.701062840062823,0.297796024445224,0.759078080039759,0.90329271737164,0.655821425353505,0.118244818396844,0.319894593646197,0.0648831661147265,0.463906747558138
"LRP8",0.168600743111824,0.920222409832945,0.181251445540039,0.343643430901637,0.319535710836208,0.266695186699469,0.326418526198956,0.935836597337459,0.779988383707366,0.953300669480301,0.51954931036462
"NDC1",0.657170746249933,0.896797969511297,0.125564646543397,0.89116750578931,0.119598223780633,0.68402293357371,0.0480699171874238,0.964482922925277,0.789297580669735,0.753969879412872,0.593014232564359
"YIPF1",0.578207462227565,0.725296731074625,0.844130237875921,0.295785131363296,0.606389815384248,0.536086847194683,0.938964805326619,0.940281693078858,0.699800565623971,0.721385792077979,0.688632908122776
"HSPB11",0.640200305108227,0.565841956625551,0.867607302434855,0.625918363643,0.688515869448299,0.17504628421907,0.466073885627087,0.45055826997423,0.151502292132095,0.471154864001877,0.510241939321429
"LRRC42",0.911332366042513,0.636684345146823,0.501160923166679,0.598655342209906,0.666602188015172,0.545840003985312,0.773474839397616,0.41295246500316,0.320391286373008,0.692569460993064,0.605966322033325
"TMEM59",0.191755859273001,0.388833804193635,0.0605287321404782,0.294279617811589,0.113137155468899,0.151182367615616,0.0779764309276491,0.923818654316831,0.928915681805643,0.283563698278219,0.341399200183156
"TCEANC2",0.771977490528096,0.697643190336764,0.111122274849968,0.084440078795535,0.772582236601903,0.296292464963636,0.434025251378482,0.827452802650838,0.62099845595149,0.929578035053989,0.55461122811107
"CYB5RL",0.305238101756036,0.825122610206583,0.618723873379492,0.253974505285969,0.982099633202589,0.372479884365221,0.701819006304697,0.881745801429578,0.9105061692552,0.917274196950442,0.676898378213581
"MRPL37",0.58369367547196,0.536474603882055,0.954978891627902,0.479507209595749,0.0965250033515794,0.376410127574855,0.813566398677785,0.784615655066966,0.774554988895617,0.526271435394192,0.592659798953866
"SSBP3",0.1184906662543,0.741727204090833,0.966455881494573,0.435353818803656,0.625957719892367,0.508029620908258,0.747366014942087,0.490465962132759,0.806607906026735,0.756917990826577,0.619737278537214
"TTC4",0.590553219792091,0.252375646838568,0.682947403046357,0.394444934621027,0.724880887436269,0.138184305399528,0.753535235166167,0.983913122305137,0.330942515451555,0.499554027746978,0.535133129780368
"PARS2",0.66481353585517,0.871443848827077,0.927009542892799,0.718745026489689,0.51780377669275,0.358843749883494,0.2809371458499,0.374881493646611,0.527229004857804,0.941176155088911,0.61828832800842
"TTC22",0.720862469786581,0.939189114055073,0.0113605951390471,1,0.56397132456182,0.0956820266933163,0.491438814184865,0.780014807493849,0.444345906724282,0.733915264533695,0.578078032317253
"DHCR24",0.00122569941575767,0.0770797512862898,0.417225228741776,0.835411198902737,0.0530815257162955,0.218520364712272,0.560991645027665,0.0732491803148289,0.985129439880553,0.732876700305138,0.395479073430331
"AC096536.3",0.322128994057894,0.731453417212945,0.91157483673961,0.924545744914294,0.615337319948048,0.237509645672225,0.291589431641049,0.297749814259381,0.609629619954287,0.687187829818082,0.562870665421782
"USP24",0.417852960325415,0.312993835376955,0.984261388522051,0.128407148289064,0.984643955381132,0.941773168367303,0.777640983924059,0.9586519068639,0.115169657600461,0.965001193727006,0.658639619837735
"AC119674.1",0.667234359876397,0.388080677777476,0.242473837599961,0.428023945607636,0.0911779080226699,0.561031394872355,0.240668329330551,0.761289810346132,0.0580945421467953,0.689844808425509,0.412791961400548
"PLPP3",0.852497316284573,0.489185187247131,0.454738277879576,0.718689373812935,0.879751011842124,0.694369636852557,0.16841764716877,0.629707111119523,0.0897605952163423,0.579704893810677,0.555682105123421
"PRKAA2",0.296942070288226,0.958963102889268,0.488487399145529,0.789484390568242,0.117382420685582,0.445928416624883,0.479318534656152,0.687535934896294,0.789791195190963,0.916853616138761,0.59706870810839
"FYB2",0.667105633252431,0.700491926262056,0.33690140565201,0.592823015284511,0.141125616823318,0.185409980113193,0.547061400935297,0.106274259461992,0.158551164626933,0.343634702702618,0.377937910511436
"DAB1",0.280650897455348,0.00186012060947989,0.273600229245431,0.284060759145031,0.912858457643796,0.294734270803377,0.692999544822009,0.842916867575747,0.00697990282149656,0.91136196757617,0.450202301769789
"MYSM1",0.683386433217614,0.847561091644296,0.474246884991346,0.570721736528638,0.994190157127042,0.971836675126135,0.449077225116645,0.914530541837863,0.834280056667393,0.508934430734034,0.724876523299101
"JUN",0.284316927183205,0.451180831809336,0.315488703479536,0.971379908708963,0.208328209194239,0.271700692902792,0.227314157806406,0.615645625444326,0.743911947246217,0.302883772401504,0.439215077617652
"FGGY",0.754614574179228,0.948850430244903,0.219310979728532,0.764090738589954,0.746654461531839,0.975907733719682,0.124267172296075,0.840510149268981,0.133635880593712,0.630274151904797,0.61381162720577
"HOOK1",0.878164994352554,0.602483934599376,0.950792531902172,0.305005467774417,0.285976331923015,0.473061147149862,0.595327017540252,0.300449312551728,0.986003627174619,0.0772781454654871,0.545454251043348
