"","res_list.IN_2.pvalue","res_list.IN_1.pvalue","res_list.IN.pvalue","res_list.nIN_1.pvalue","res_list.nIN.pvalue","res_list.nEN_1.pvalue","res_list.nEN.pvalue","res_list.IPC.pvalue","res_list.MGE.pvalue","res_list.RG.pvalue","Mean"
"DLL3",0.90987470461912,0.988970027966844,0.7882513162618,0.94788838799371,0.828616502490614,0.965634068166008,0.627520703155378,0.321556285920745,4.71883300143433e-05,0.0117104614030719,0.63900696463073
"EID2B",0.483300300888618,0.610942343842388,0.706656929093388,0.269477260522427,0.929400367954338,0.174594657164734,0.39666069772339,0.815790407244282,0.927831799340125,0.683785607803569,0.599844037157726
"EID2",0.741234266136874,0.217149469704198,0.718562163070411,0.0974833212085539,0.685201933247777,0.341001483952653,0.384259763314961,0.555685142080189,0.951719040311302,0.379754146931251,0.507205072995817
"DYRK1B",0.954426027370135,0.650736028759915,0.56725903263394,0.784390880585006,0.811634882192307,0.798391924117211,0.328744561107147,0.910176147680333,0.0576507698132272,0.441782619475395,0.630519287373462
"FBL",0.988147946169964,0.757494383122344,0.498057463852357,0.000335209852796965,0.636680183527626,0.280764792013975,0.809291388214617,0.200459832697756,0.0855493263462841,0.00692552470891659,0.426370605050664
"PSMC4",0.803570670530985,0.324451234435536,0.869087140443434,0.868305822187007,0.180457332300159,0.9587992106081,0.79184404979128,0.882032180490852,0.645617338379732,0.986334285950343,0.731049926511743
"ZNF546",0.771797626558455,0.836469066517751,0.25996936007698,0.773913555731931,0.507325289425657,0.642428099287897,0.908673845105079,0.582396640028805,0.572821061224308,0.665676459209457,0.652147100316632
"ZNF780B",0.838855419563128,0.327589415638798,0.518219992031603,0.0938830751718397,0.481173021101369,0.251786959890981,0.255354198368382,0.0511736773986543,0.681505631383035,0.331570881898772,0.383111227244656
"ZNF780A",0.078550799047117,0.185558745208351,0.690206267402649,0.358407175580793,0.603848509627793,0.117135305946166,0.66394503470539,0.368938777778852,0.944435921887023,0.656600369697738,0.466762690688187
"MAP3K10",0.953163779902258,0.554888675526511,0.795886802828023,0.482048749085961,0.0914057108652448,0.88176339902871,0.826980446729708,0.255712902236015,0.206563149057504,0.250321100643051,0.529873471590299
"TTC9B",0.931620477170135,0.615091014236495,0.60241618473559,0.00122977549628196,0.655347673149508,0.463547048437681,0.465555625385685,0.37670337470344,0.000211336449975965,0.0384218743668906,0.415014438413168
"AKT2",0.450308384885524,0.698232546473277,0.671330031472445,0.162509749397169,0.748480196882977,0.950131336639998,0.638470075556399,0.479846056874074,0.872884197546958,0.42817135177277,0.610036392750159
"C19orf47",0.809849585571132,0.518312369525927,0.506714650366736,0.99662303608749,0.658549514585463,0.856991092693074,0.906947704419467,0.0323130602998628,0.376834523936857,0.470701528837618,0.613383706632363
"PLD3",0.798373063559036,0.654375690016346,0.280982686283827,0.0247282664297473,0.920423838708309,0.441521748668794,0.861898171993136,0.780444894939127,0.766423701434915,0.527664601100883,0.605683666313412
"HIPK4",0.2454916839562,0.285187241879227,0.68018423900187,0.419361147735488,0.431528608305896,0.858467433205466,0.712796099411526,0.471349027938339,0.111547092685315,0.553313161812165,0.476922573593149
"SERTAD1",0.274518680259079,0.256764859270132,0.389719834786238,0.0598803771212328,0.430751228301683,0.473664383586501,0.737257150716461,0.405917075659862,0.101353862550946,0.353466493608312,0.348329394586045
"SERTAD3",0.410817539543069,0.222194708067072,0.245776185890211,0.458765490398934,0.390327715968837,0.403894224888576,0.912728616788185,0.639171623473416,0.182570514602341,0.323505861417675,0.418975248103832
"BLVRB",0.203161495571966,0.180666163475178,0.34352778516359,0.730869200242478,0.188075126280355,0.82389938447457,0.495451853922657,0.96993842472417,0.531716643659899,0.931368262064131,0.539867433957899
"SPTBN4",0.0800367226516893,0.436396347810442,0.363846145288515,0.0862922496379006,0.258917187642257,0.0678389611556183,0.691282272332256,0.0984393156391386,0.521584722410793,0.102212169112001,0.270684609368061
"SHKBP1",0.820087213695842,0.562313803480148,0.782941548443706,0.934593477691921,0.648353597394003,0.300214189804704,0.782850945889005,0.543571506436383,0.144413551878717,0.411173403133669,0.59305132378481
"LTBP4",0.659903155637203,0.921295649991888,0.517698920244802,0.995960132415746,0.224978449092448,0.346182062724365,0.45720143481843,0.965418332623586,0.264611630180916,0.965391220903437,0.631864098863282
"NUMBL",0.412623321249536,0.715361522640293,0.997130555505241,0.417427486205874,0.408046180910681,0.367028139358034,0.995527714999181,0.575451904627944,0.0337875145206138,0.297744628952557,0.522012896896996
"COQ8B",0.921431654776796,0.309007732445523,0.479348517103275,0.554304526803756,0.353007971298806,0.410539287210686,0.798501130180906,0.55871826906396,0.640972496591689,0.756085422061805,0.57819170075372
"ITPKC",0.754703437708584,0.48465272788968,0.552578749311825,0.844800146320613,0.59875910743815,0.954109072544042,0.311521907656562,0.754717364191666,0.929591318251099,0.752564259212984,0.69379980905252
"C19orf54",0.799783496416143,0.662121305299903,0.959840828143561,0.237044118664416,0.871648033633834,0.633278636882749,0.692835518204514,0.668253891330232,0.309177690933219,0.863191737688486,0.669717525719706
"SNRPA",0.894680164004094,0.763447228948878,0.752982475084165,0.335136106517817,0.327578820230868,0.805149527600688,0.82216407221878,0.866716184138723,0.976191288451966,0.409422190521211,0.695346805771719
"RAB4B",0.822791131372095,0.850920224013444,0.399549808284895,0.349010072177671,0.989094399513641,0.811800287892689,0.524935068846054,0.687982777083831,0.295034159630019,0.62395988533727,0.635507781415161
"EGLN2",0.505160193445598,0.476299713432934,0.970889700635826,0.73227537778149,0.348588503463553,0.43183750776881,0.661311372436303,0.407021499205219,0.611839696564538,0.396322821419236,0.554154638615351
"AXL",0.0683222517774836,0.523951055490798,0.292395344736837,0.704324151625448,0.0850862840559258,0.72799293979055,0.944428633622792,0.928761820375335,0.60971086435035,0.694634032095508,0.557960737792103
"HNRNPUL1",0.150521500184737,0.64717026854377,0.946484791924269,0.672044931864324,0.993301985333396,0.0474067431295156,0.734379108922126,0.643560319379391,0.489962601365668,0.632246275612668,0.595707852625987
"TGFB1",0.251540210431013,0.222247681412393,0.269310955019166,0.131049325506721,0.15949654090327,0.415787030078899,0.919130164226488,0.383459427727776,0.36110297746986,0.999241402690442,0.411236571546603
"CCDC97",0.509630715565047,0.77326477528235,0.651406236659885,0.501132833463644,0.451987160657552,0.998407373828878,0.619081074219747,0.975461087921189,0.467765614945958,0.682512488965018,0.663064936150927
"TMEM91",0.564752857682497,0.837527953565584,0.2939886083547,0.17667380389583,0.491042872769144,0.691369635671748,0.978226824714735,0.952642347897785,0.411908810081579,0.715794126660491,0.61139278412941
"B9D2",0.381769659800769,0.958135264910328,0.937831136211901,0.560678310582345,0.8852313240957,0.354963050934906,0.910396241886882,0.985892641152651,0.0670059720876008,0.398335017766129,0.644023861942921
"EXOSC5",0.752874623240701,0.832817194634748,0.619090643336327,0.926924671534687,0.615507290032247,0.509908029212106,0.834252462527825,0.572146555446943,0.270856490845676,0.326523808351698,0.626090176916296
"BCKDHA",0.253644021682877,0.831883176162576,0.47443657423075,0.512383830159287,0.392078785220435,0.113678635975637,0.784295784859456,0.4037969555845,0.754608739788084,0.530045002998593,0.50508515066622
"DMAC2",0.0698856341742392,0.839628759265573,0.90223116498097,0.0903341280580016,0.707289747472829,0.103857065358836,0.401760849901863,0.463538866377586,0.606254425934547,0.337705259579215,0.452248590110366
"RPS19",0.179931155845693,0.436974121098037,0.0262362364020475,0.025676150147392,0.507003583670594,0.505626757122208,0.59243452666234,0.264064539681168,0.0253371718521791,0.0399752284358133,0.260325947091747
"ARHGEF1",0.632670223798019,0.64788423756259,0.891730514014705,0.145367086245883,0.65037763771065,0.28510277448985,0.956050256892492,0.507400489165068,0.77804633493901,0.662008696651337,0.61566382514696
"RABAC1",0.783652714115885,0.521574786337752,0.971181244377217,0.927574301888314,0.469768652154422,0.233218905663101,0.270712498424425,0.883073769699283,0.80375891084966,0.3816828727168,0.624619865622686
"ATP1A3",0.443086425762625,0.898043257640714,0.47280154476977,0.115985998803151,0.268776830656284,0.307386270854473,0.306504407012267,0.98745544698842,7.80987614624769e-06,0.00105376617364224,0.380110175853749
"GRIK5",0.680622985123273,0.937619167309918,0.787060922338549,0.247835193333095,0.174847246712012,0.266961030797048,0.496432549905436,0.412636158418202,0.316010345493198,0.0961427307706273,0.441616833020136
"ZNF574",0.888667543336175,0.671353277432036,0.606540146194608,0.473789076119835,0.95019345062406,0.526629950005939,0.782207169840887,0.433417345311648,0.481651675860994,0.656991223652178,0.647144085837836
"POU2F2",0.757212991322633,0.904775515640365,0.614986067789481,0.497357977228948,0.459015655152719,0.788671507214759,0.475273558526224,0.506303266959449,0.000335298296421073,0.250230919952486,0.525416275808349
"DEDD2",0.822540019953696,0.457920352115484,0.410722779248654,0.710064811264974,0.628165378109149,0.871044376248035,0.93037428557281,0.875561032114175,0.947291418554322,0.854238489961241,0.750792294314254
"GSK3A",0.484621839831566,0.49115047760864,0.232694725994485,0.545742306107795,0.910240703180716,0.889467986372281,0.978922380630567,0.949599433691953,0.570449933379933,0.78955847232051,0.684244825911845
"ERF",0.606910871026663,0.897437548896994,0.150943033096553,0.0802300472444653,0.859461968681829,0.441735634965738,0.802396868428715,0.605302749101128,0.577225533770941,0.909733824741445,0.593137807995447
"CIC",0.802545640159642,0.918465408915758,0.645884329176179,0.146655909348869,0.712206706905625,0.92687421884539,0.817867573252085,0.457249870771608,0.506576998211842,0.66504262710118,0.659936928268818
"PAFAH1B3",0.475503194337527,0.817314114378049,0.392622250818016,0.53024133281806,0.628134843191421,0.2180677417857,0.609502303414044,0.685766261306189,0.212915265270027,0.44886617779514,0.501893348511418
"TMEM145",0.977542717262076,0.628672159082552,0.150889045688481,0.267629923118599,0.37057776926989,0.0920751817905296,0.37498108578415,0.690933621792649,0.531642001863965,0.163853676808794,0.424879718246169
"MEGF8",0.877895012934211,0.419769029274361,0.994317540265337,0.443320549794774,0.926814663494302,0.353874493375783,0.689401272983969,0.443045697656493,0.777267458970743,0.966069060174762,0.689177477892474
"LIPE-AS1",0.28177719503732,0.214449720056374,0.962789514097666,0.951410461560855,0.0171338431175617,0.933604786145903,0.85019043244763,0.422762356124979,0.855052834474296,0.90821797106941,0.639738911413199
"LIPE",0.390826544650302,0.917769741921063,0.891180958643209,0.807759306409432,0.678372578625016,0.386185014051142,0.577127932297526,0.696226131729532,0.765303221111637,0.823433544228254,0.693418497366711
"CEACAM1",0.667712729904159,0.438514434752929,0.979552592303668,0.785118462783553,0.0222982921259927,0.237942101955759,0.910110369693028,0.163270015360597,0.285923793137066,0.909513351252896,0.539995614326965
"ETHE1",0.556082316008851,0.847533314663187,0.757606682847453,0.721062352657166,0.260902894268276,0.967879717078658,0.731173665351063,0.964152111240437,0.668765866073315,0.84302253410094,0.731818145428935
"XRCC1",0.43762885516806,0.809104402825889,0.658453188144293,0.727374367726958,0.795225754540668,0.66165946703408,0.574877344546074,0.377753806643775,0.736733624274285,0.882606640445949,0.666141745135003
"PINLYP",0.842574831577234,0.283992023568614,0.3961430412946,0.977413733895703,0.184299080610165,0.390144607245263,0.408760199315292,0.375231521295112,0.060685408197369,0.345119917896834,0.426436436489619
"IRGQ",0.703062520576233,0.756089534013244,0.477695908899411,0.973408928893678,0.980677062387746,0.523186134520008,0.509417913358485,0.605938564919143,0.615397145341533,0.977350536475165,0.712222424938465
"ZNF576",0.477364193119599,0.925202281231184,0.405788830836037,0.802032936224244,0.838518848336661,0.268790370657416,0.55959095929024,0.642623506456474,0.873824376154747,0.851441456277571,0.664517775858417
"SRRM5",0.727019629919379,0.657049409616243,0.70890107041192,0.540379078004508,0.249757567900478,0.233315860547454,0.98127855956814,0.379665671374065,0.883566365847507,0.988513311794702,0.63494465249844
"ZNF428",0.315508871171849,0.063693560641523,0.403928069763532,0.0793389465153846,0.209045121430294,0.823804168488897,0.946816268557184,0.318732574065689,0.320014882480364,0.885395377776062,0.436627784089078
"CADM4",0.631448263523661,0.529906902125476,0.239677595647981,0.670824613637138,0.697702886193504,0.728121793968794,0.771791430928981,0.594738251939154,0.82183095252807,0.924477203138394,0.661051989363115
"PLAUR",0.93127255828684,0.455077481124314,0.618629231312649,0.24774902095156,0.733075200077772,0.123640355772826,0.773710062914372,0.5943622835025,0.678120290571421,0.272988753222972,0.542862523773723
"SMG9",0.863752372058703,0.526165760211232,0.934073622848035,0.842768164169018,0.626236446446568,0.835883317823338,0.47762780884972,0.111229118526855,0.488432948382469,0.65687053001275,0.636304008932869
"ZNF283",0.690577849739893,0.263803976253352,0.279406788069502,0.723506985941394,0.942107480405589,0.212616155226023,0.135774839796066,0.488804813423732,0.180819966043497,0.331362848008305,0.424878170290735
"ZNF404",0.239340499318966,0.405464782169006,0.0402445417681149,0.590522056175359,0.208310574148969,0.486494322272347,0.399402946166559,0.769657382762221,0.371221523672942,0.19569001189306,0.370634864034754
"AC006213.2",0.138644830786867,0.759105462359985,0.35962711982447,0.36286246965692,0.211778807379037,0.239967714156234,0.570009271610617,0.55386633966733,0.354508455897939,0.325957128225711,0.387632759956511
"AC006213.3",0.0888576245461983,0.0384233495159173,0.0262463830306189,0.0594291773741025,0.202398544654787,0.415859460566867,0.0636167192151643,0.159850619463786,0.341650421103346,0.87622706828289,0.227255936775368
"ZNF45",0.98835034894461,0.812637449822079,0.488720151468366,0.172867566613368,0.313111448667034,0.922047673015321,0.988585549838155,0.266450659942246,0.81508201400464,0.521501183751233,0.628935404606705
"ZNF221",0.729074750588003,0.583846695682665,0.980759961727471,0.452932534066794,0.179531196931712,0.733053203100343,0.886975263873382,0.755405975465161,0.208061163281138,0.963376935640016,0.647301768035669
"ZNF155",0.498937608547089,0.973777784945991,0.317021999120425,0.925624752425319,0.946956919748348,0.102072146508657,0.615117572968478,0.933960663085473,0.957308776846658,0.964101135712179,0.723487935990862
"ZNF230",0.932453188898809,0.946807709630252,0.868403145882229,0.535607147107862,0.376483954037683,0.435480132432336,0.798506250801726,0.534486314686112,0.489926169307292,0.772177882602811,0.669033189538711
"ZNF222",0.651440803032906,0.227799237875694,0.649458438313058,0.140402450106082,0.75563269311174,0.848205038660891,0.456513542960972,0.453895397613342,0.618285839611222,0.389667493464123,0.519130093475003
"ZNF223",0.562071264324332,0.619342000442731,0.722654128003466,0.347270327281548,0.655956750343868,0.707977006161216,0.418533054490701,0.225612848165047,0.245513996528847,0.929573632844653,0.543450500858641
"ZNF224",0.884031614876791,0.217320303089318,0.182155776704923,0.972324834429399,0.269752038563966,0.405063079311738,0.25254923658226,0.583932761158504,0.545399913612042,0.630203365621995,0.494273292395094
"AC021092.1",0.826878459000011,0.347200680723371,0.788750790585905,0.771486988732159,0.895923285424316,0.877543101327279,0.343107067532935,0.869183224600377,0.60622241812104,0.74325861435719,0.706955463040458
"ZNF234",0.788807438586162,0.852447439050275,0.495101112907371,0.0341697073503793,0.536637841103942,0.129490350973297,0.784001928769501,0.658719053320422,0.89310756763491,0.269656544371272,0.544213898406753
"ZNF226",0.833026296179473,0.588681778625678,0.958017066831207,0.33262574686153,0.204972610141141,0.634811783929504,0.97511396317287,0.638796100373092,0.196701265192279,0.772047849503857,0.613479446081063
"ZNF227",0.622135327747509,0.509860776603235,0.172020251230566,0.956250197162773,0.533816877990794,0.48451900983666,0.395005461291132,0.973517157378657,0.664882325993387,0.744824428475098,0.605683181370981
"ZNF235",0.700100694155677,0.418963318483038,0.455221777557668,0.3151661007374,0.61250198404176,0.176031249642322,0.447325543352802,0.954586821482944,0.986558520760563,0.56974693902013,0.56362029492343
"ZNF112",0.623621570597317,0.451351639506204,0.895572952268136,0.211840831748882,0.956345004774977,0.495664103220412,0.729940293221554,0.942046407415454,0.951149611216612,0.522242141993308,0.677977455596286
"ZNF285",0.716216899541773,0.975662145069933,0.488945903887507,0.32284741896318,0.775536778476459,0.208509651766329,0.886669208757014,0.468606319384826,0.228304409908154,0.468730393004579,0.554002912875976
"ZNF180",0.612378438386259,0.987346478015095,0.967152594941174,0.815408976206659,0.530912567355152,0.601012563273404,0.838939612292305,0.398056930048942,0.376366298742532,0.852404952944108,0.697997941220563
"AC243964.3",0.564320974784571,0.996879379378326,0.581169463319053,0.291710753490136,0.626636719891316,0.214215968509621,0.452450433404984,0.449499503336553,0.919746195511406,0.92666136186499,0.602329075349096
"PVR",0.690680807329158,0.993430080887181,0.648947540594969,0.456732753040513,0.869069751434102,0.117329223721214,0.187019899316277,0.388129491840269,0.184816579725213,0.738813406764331,0.527496953465323
"CEACAM19",0.452155541057358,0.565673262002626,0.734206255371265,0.21320038589935,0.500099083068344,0.340939990379134,0.86007613962118,0.314558813157642,0.496766079297543,0.681180370927099,0.515885592078154
"NECTIN2",0.772988412853277,0.391790194384122,0.906966028860298,0.57341907410062,0.132312730140944,0.361191198852116,0.939594037644747,0.869013287127816,0.226885099316129,0.40837978640482,0.558253984968489
"TOMM40",0.951582140710965,0.520754590324801,0.357783899825499,0.131483399834894,0.90522457107618,0.841138497480841,0.878957960409281,0.125681023827696,0.51831863325573,0.140529475824916,0.53714541925708
"APOE",0.597000142545472,0.188274873896507,0.553484240230582,0.548106527033532,0.95431828128184,0.276772283578067,0.141310417492341,0.657017885040721,0.551816656916143,0.669929754780398,0.51380310627956
"CLPTM1",0.22113505282477,0.599159175754321,0.277139905456718,0.48914895087794,0.382785406690414,0.698136204373507,0.860800333003577,0.785565991553971,0.888261020767041,0.583165506096084,0.578529754739834
"RELB",0.126390533120701,0.495423361309083,0.411113308193469,0.581241770512456,0.767313268809234,0.618162132287535,0.822881899226361,0.542995083433145,0.470771980388165,0.850087897574682,0.568638123485483
"CLASRP",0.412253177190131,0.633474395591863,0.952060448712202,0.411069982274186,0.545084658393526,0.0802305627357621,0.538359149245465,0.921131868996029,0.512351461298116,0.167217797692664,0.517323350212995
"GEMIN7-AS1",0.705874018079146,0.146352399387436,0.27369408776797,0.772442117496088,0.0543602564676095,0.781666442300889,0.933386894671853,0.281047305250351,0.272301565335718,0.94734409476686,0.516846918152392
"GEMIN7",0.715299799566233,0.792135037701996,0.596996630481434,0.463493965515449,0.455349906265815,0.784649982925251,0.904847011838437,0.332181237963051,0.897500690876279,0.59089718337624,0.653335144651019
"MARK4",0.669407845811652,0.858793309001169,0.231274084535333,0.720208191353075,0.122960328848633,0.51111076187245,0.568954046642965,0.988410851669717,0.88930404020474,0.809515690901784,0.636993915084152
"PPP1R37",0.988157575355332,0.97745767069892,0.434800498021137,0.896116548216819,0.296518524522129,0.632760221000287,0.784490403777434,0.870010104214144,0.497663048664667,0.749068567309152,0.712704316178002
"TRAPPC6A",0.328298100075985,0.634267194784968,0.533812892043895,0.376568002051903,0.137419692051398,0.200589055730896,0.390975035651463,0.469527110909141,0.228644071146663,0.0733593917147616,0.337346054616108
"ERCC2",0.856152199471255,0.653489017588321,0.796354048654172,0.568835749978964,0.387549252928287,0.949201214043624,0.167824706107178,0.42778712490512,0.761650544826388,0.680300632681673,0.624914449118498
"PPP1R13L",0.109533954698922,0.0817556690191499,0.206088999330457,0.319083170069979,0.657228059559464,0.909739975594341,0.488711380004934,0.487473471514363,0.245290156181481,0.615078479039179,0.411998331501227
"ERCC1",0.83651697505345,0.929879709314042,0.578214725181109,0.176368886027974,0.410006134354501,0.476667875389607,0.528399242264632,0.454251117967219,0.208647754693522,0.64287723312067,0.524182965336673
"FOSB",0.584997769429476,0.91867333165452,0.0313391229597183,0.229857940677898,0.606383640988958,0.566386561133042,0.703957868044099,0.100869385047646,0.284233985937654,0.623948857380086,0.46506484632531
"RTN2",0.729253048137484,0.950704457924973,0.690856580790478,0.618143799339549,0.498894804622741,0.428186536380498,0.957784827772753,0.72787737662967,5.44722019324626e-06,0.0137080022770989,0.561541488109544
"VASP",0.190328222640586,0.904091877962097,0.986685221216345,0.523590685615734,0.249246596262301,0.347200371391496,0.965577807381085,0.948937626335117,0.272091202171286,0.86035613408326,0.624810574505931
"OPA3",0.0551701231066933,0.297982008916174,0.661881247440946,0.88839866702335,0.919103096725333,0.872067292697988,0.360063367445854,0.150294575440152,0.655915444355879,0.818132959473399,0.567900878262577
"EML2",0.746260732468539,0.25106597441627,0.436418804615565,0.134481333902554,0.202990658059755,0.674244400194327,0.473730880924497,0.665925970974973,0.991146761423549,0.732419534555111,0.530868505153514
"GIPR",0.850540321912056,0.805518790985386,0.775764484002082,0.412895687949298,0.889912827827175,0.56807524272863,0.505936680018736,0.787120372089982,0.751082099302857,0.349542314649131,0.669638882146533
"SNRPD2",0.967607371504102,0.301861791012369,0.797685360832244,0.507362881211772,0.282998817467735,0.378339483205901,0.966401945155639,0.974375717907894,0.740428087383801,0.209436871456885,0.612649832713834
"QPCTL",0.30468703420189,0.519683799586405,0.417943261172894,0.155279318704323,0.748688221586327,0.346757887703884,0.465923443345475,0.316543965967775,0.271689332140902,0.648427069575036,0.419562333398491
"FBXO46",0.696072532017293,0.599247692344056,0.264666307247012,0.868836287230304,0.771164550005577,0.967737302949601,0.695729791958994,0.774047552260048,0.980068309049461,0.822504499966609,0.744007482502896
"SIX5",0.154134159484619,0.981006811319459,0.0434256260506275,0.466812569004142,0.242364340872921,0.687979889587003,0.847060055364092,0.850386136351028,0.170303829102892,0.573478371715074,0.501695178885186
"DMPK",0.485075011067434,0.979394561851113,0.951226135034673,0.106453853491317,0.647376511924968,0.43939768816149,0.718722318864313,0.633301990322995,0.411905388026814,0.993631830006728,0.636648528875185
"DMWD",0.481234920481713,0.605837195759052,0.329188471572246,0.655171404808879,0.569215023309134,0.758653963655291,0.88804509917178,0.494571539925554,0.72429717834253,0.120211607826458,0.562642640485264
"SYMPK",0.797065494814377,0.845678416020008,0.806370007407246,0.971856777136742,0.724151348028269,0.584976960173787,0.909810002877322,0.10399031504185,0.895833525529962,0.321479568527726,0.696121241555729
"IRF2BP1",0.846790077386485,0.667535009282797,0.858364291815104,0.116744038518907,0.168972533505681,0.393350761228476,0.567856979789621,0.933351068854786,0.21108485142402,0.373427108701301,0.513747672050718
"MYPOP",0.692959577478309,0.991189715188889,0.312861159690529,0.853845526797589,0.460565522888794,0.166437869735763,0.859832302428875,0.510914213051808,0.441753028501563,0.895125904141975,0.618548481990409
"NOVA2",0.217535446634037,0.733901136957615,0.907799682753128,0.029064779756465,0.975490774399942,0.963200338468339,0.601125468783009,0.442852422909439,0.0392050065964453,0.0279014192130728,0.493807647647149
"CCDC61",0.2492861452866,0.993686693110003,0.743458465135003,0.576098984778192,0.621934567206046,0.915122168075118,0.841496483906999,0.772831689858701,0.39733195068567,0.768137907454376,0.687938505549671
"HIF3A",0.788951912246167,0.15011314643123,0.520464375994518,0.0328951186843197,0.738008997033517,0.697649169879679,0.631511916372353,0.142827714604497,0.127505781993083,0.361673209090072,0.419160134232944
"PPP5C",0.841712596446327,0.785569073179977,0.830110179855356,0.478799906676201,0.800734198034115,0.403617858606631,0.594321476101568,0.91366716204432,0.991800877482486,0.816732397697683,0.745706572612467
"CCDC8",0.120351007946342,0.956505150446081,0.429896101370676,0.873503717103105,0.988206606935818,0.767066324859669,0.901986199727822,0.862903815525018,0.249415484755422,0.529510754141792,0.667934516281175
"PNMA8C",0.281645411300879,0.471160706059995,0.193818546851772,0.19219106104202,0.699638742455976,0.150018970691504,0.93343230831457,0.6593331481451,0.935097086430735,0.656258062863287,0.517259404415584
"PNMA8A",0.938327286009896,0.37039862208954,0.619251237694437,0.39658010136141,0.580174775002932,0.848850422849681,0.795726943042593,0.612361333476811,0.733601726853815,0.412037655074872,0.630731010345599
"CALM3",0.259648329492773,0.51188348570701,0.353247071133152,0.0121946510564739,0.0357173316422935,0.280059910875327,0.378828894573929,0.99998043013743,0.72095937634519,0.823747272218932,0.437626675318251
"DACT3",0.89760382088496,0.893858300228065,0.932910238648218,0.102124380805239,0.855640106160267,0.772617883345973,0.873600904022186,0.57820421856749,0.457454444716952,0.448061767751177,0.681207606513053
"DACT3-AS1",0.583177380556154,0.575622681915425,0.259371456713049,0.525315785468839,0.867783259936047,0.332500738173297,0.676599281990179,0.958595091139085,0.0419568225860474,0.195762124534789,0.501668462301291
"PRKD2",0.762834064876256,0.737840286969408,0.180015500699395,0.604107418370726,0.765122677372787,0.604916392665648,0.87640879236944,0.557812496708705,0.405308177021911,0.772227130489118,0.626659293754339
"STRN4",0.726531370578171,0.660356757937232,0.629511007804211,0.735536674216846,0.948498455981582,0.924674309727454,0.537057470618809,0.455702803216735,0.405830601072035,0.390405640047778,0.641410509120085
"FKRP",0.877836488276412,0.682415151279558,0.656544744055045,0.211532555164322,0.742815303885102,0.292289497095379,0.881507219737011,0.221943620246678,0.878840598586794,0.509773907223847,0.595549908555015
"SLC1A5",0.127618723688441,0.0415649499546419,0.775710533842185,0.395005799003946,0.137176950324385,0.328591308765129,0.71355001608705,0.649833484460847,0.281260469989624,0.222652354711549,0.36729645908278
"AP2S1",0.691030306330654,0.634045170748137,0.670708590851645,0.6478759092375,0.638307886908161,0.6239564087955,0.568869468838914,0.869852279679745,0.654888216381112,0.26517497945501,0.626470921722638
"ARHGAP35",0.505121114819071,0.489809603683206,0.829252765962645,0.0521156089627574,0.860113311493086,0.287865900127855,0.743116458750719,0.776188888808789,0.126786138337358,0.299189836941159,0.496955962788665
"NPAS1",0.058300291671742,0.349512610734408,0.881306006576503,0.298891434569445,0.899253808514461,0.414324068088772,0.402988831811295,0.806696623594323,0.704851021083649,0.957639806257442,0.577376450290204
"TMEM160",0.629750674283875,0.785073800733739,0.490717797478514,0.706639568017779,0.381766764960257,0.309417620399136,0.244430513532792,0.676079851821935,0.691693199319964,0.0540977102186202,0.496966750076661
"ZC3H4",0.380652685232366,0.649906458435903,0.884192478834849,0.649949670392403,0.956671286689248,0.762694267340443,0.965067846720659,0.418702867475138,0.734037235783971,0.543131384748584,0.694500618165356
"SAE1",0.941356967441199,0.47865306830774,0.418539336152137,0.507158117420854,0.47972656541801,0.125543524335901,0.488627431115586,0.90462067219638,0.71684095999546,0.329055495134715,0.539012213751798
"BBC3",0.325414239645474,0.407724784247425,0.321012501682483,0.778109492962302,0.789622177765996,0.587551578376414,0.854028895682598,0.90625635904201,0.856417107577846,0.723791771066188,0.654992890804874
"CCDC9",0.342510093036486,0.689034007931579,0.728043635505382,0.145926094421571,0.897225377625495,0.445111965225834,0.9222214075637,0.49793356733482,0.0639128858008653,0.982224165494467,0.57141431999402
"INAFM1",0.347261872219086,0.839915222486789,0.491991492277519,0.162158489606659,0.291832191485584,0.39845240730661,0.243183282520429,0.144750173369074,0.0520509150516841,0.925043077081696,0.389663912340513
"DHX34",0.272740710052287,0.328810905301087,0.897411362624209,0.85389085633138,0.176742121777639,0.707414507407422,0.89263220515291,0.70772919804228,0.71165386719288,0.735733706047927,0.628475943993002
"MEIS3",0.887106587604872,0.438276466956926,0.560259927896933,0.161534582077876,0.952523571210914,0.917178974117707,0.672826569451167,0.468000802707698,0.0259007284833308,0.0349187188518147,0.511852692935924
"SLC8A2",0.600230396497073,0.810121881464289,0.616368671054907,0.93321993154616,0.999339588211039,0.816926030656628,0.844395862350739,0.123970131360445,0.253309103977456,0.0690327181554779,0.606691431527421
"KPTN",0.096269482576006,0.551706598853689,0.382689401827827,0.889047440163392,0.616824133278451,0.570929411183038,0.150248569228539,0.80975682972323,0.258812989667928,0.854536238130404,0.518082109463251
"NAPA-AS1",0.498206653473686,0.27180187276287,0.863333807330743,0.991964997895775,0.981385540196317,0.906306225900045,0.435042287401151,0.757830053570606,0.869545216499433,0.431208241677526,0.700662489670815
"NAPA",0.85461378286148,0.708774304604601,0.805436136737115,0.333088539679729,0.61597167285731,0.437016085187994,0.261311766874384,0.58915489504339,0.822133394091501,0.487415492168467,0.591491607010597
