"","res_list.IN_2.padj","res_list.IN_1.padj","res_list.IN.padj","res_list.nIN_1.padj","res_list.nIN.padj","res_list.nEN_1.padj","res_list.nEN.padj","res_list.IPC.padj","res_list.MGE.padj","res_list.RG.padj","Mean"
"NMRK1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.92537214798429,NA,0.988585626520152
"OSTF1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.529470314860073,NA,0.932028221788121
"PCSK5",0.780331457432175,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.866304948838736,0.999989100947748,0.955196601193694
"RFK",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.918238716530128,0.29244429571136,0.900676281237283
"GCNT1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.765229005320026,NA,0.965708034710972
"PRUNE2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987055906501547,0.999989100947748,0.997721530638259
"VPS13A",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.970334525981713,0.999989100947748,0.996187283884521
"GNAQ",0.999779935325884,0.998920040238942,0.999533675599976,0.332290697407042,1,0.995552593510072,0.999861033220845,1,0.110645311250228,0.999989100947748,0.843657238750074
"CEP78",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.96351598723336,0.999989100947748,0.994779040729736
"PSAT1",0.999779935325884,0.998920040238942,0.999533675599976,0.804285034274235,1,0.995552593510072,0.999861033220845,1,0.729296208584511,0.999989100947748,0.952721762170221
"TLE4",0.999779935325884,0.998920040238942,0.999533675599976,0.995609430618979,1,0.995552593510072,0.999861033220845,1,0.849495865445591,0.999989100947748,0.983874167490804
"TLE1",0.999779935325884,0.998920040238942,0.999533675599976,0.995609430618979,1,1,0.999861033220845,1,0.981736190661245,0.999989100947748,0.997542940661362
"FRMD3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.977894135586498,0.477786064237769,0.931300929685131
"IDNK",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.898491165079934,0.999989100947748,0.986650937960557
"UBQLN1",0.999779935325884,0.998920040238942,0.999533675599976,0.995657291019565,1,0.995552593510072,0.999861033220845,1,0.855734667191736,0.999989100947748,0.984502833705477
"GKAP1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.980011786227861,0.999989100947748,0.996841015604048
"AL354733.2",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.883019512996554,NA,0.979661135887908
"KIF27",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.450911438040624,0.999989100947748,0.930703472080644
"HNRNPK",0.999779935325884,0.998920040238942,0.999533675599976,0.953717339744796,1,0.995552593510072,0.999861033220845,1,0.889677282796001,0.999989100947748,0.983703100138426
"RMI1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.549400323329421,0.999989100947748,0.943014582741743
"AL157886.1",NA,NA,0.971813638728768,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.993445453091937
"NTRK2",0.959415258560453,0.998920040238942,0.999533675599976,0.878791777719408,1,0.995552593510072,0.999861033220845,1,0.957606553793837,0.60052783857707,0.93902087712206
"AGTPBP1",0.999779935325884,0.998920040238942,0.999533675599976,0.925650734260544,1,0.995552593510072,0.999861033220845,1,0.784907285502064,0.999989100947748,0.970419439860608
"NAA35",0.999779935325884,0.998920040238942,0.999533675599976,0.82164876269677,1,0.995552593510072,0.999861033220845,1,0.975146353269514,0.999989100947748,0.979043149480975
"GOLM1",0.514616503004962,0.992491036169959,0.999533675599976,0.88637364487638,1,0.995552593510072,0.999861033220845,1,0.746700554509705,0.91022228641536,0.904535132730726
"C9orf153",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99512198355415,0.999989100947748,0.998729790269834
"ISCA1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.908367817752978,0.706691774565065,0.951223353746853
"TUT7",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.841671098991588,0.999989100947748,0.980104355510755
"GAS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.0145293759681633,0.233988801973925,0.780405676949858
"AL513318.2",0.999779935325884,NA,0.999533675599976,NA,1,0.933639336825547,0.999861033220845,1,0.983872284472247,NA,0.988098037920643
"DAPK1",0.999779935325884,0.998920040238942,0.999533675599976,0.975149222352398,1,0.995552593510072,0.999861033220845,1,0.0204920433146747,0.999989100947748,0.898927764451054
"CTSL",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.999114838240155,0.999989100947748,0.999228897105585
"CDK20",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.963965757034957,0.999989100947748,0.995391187766176
"SPIN1",0.999779935325884,0.998920040238942,0.999533675599976,0.965915837353376,1,1,0.999861033220845,1,0.573580508040699,0.999989100947748,0.953758013072747
"SHC3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.59799704077792,0.999989100947748,0.949089172422806
"CKS2",0.999779935325884,0.998920040238942,0.999533675599976,0.704179088139797,1,0.968197378596473,0.999861033220845,1,0.559155093773416,0.9903830732151,0.922000931811043
"SECISBP2",0.999779935325884,0.998920040238942,0.999533675599976,0.78577172644156,1,0.556221842495519,0.999861033220845,1,0.34078947661355,0.999989100947748,0.868086683088402
"SEMA4D",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.997550839874536,0.999989100947748,0.999033397309883
"AL161910.1",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"GADD45G",0.999779935325884,0.998920040238942,0.999533675599976,0.979899410443088,1,0.995552593510072,0.999861033220845,1,0.285407571289278,0.497566898270975,0.875652115789906
"LINC01508",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"DIRAS2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.782791721796922,0.999989100947748,0.972188507550181
"AUH",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.981736190661245,0.999989100947748,0.997056566158221
"NFIL3",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.629099200339548,0.999989100947748,0.95353286817925
"ROR2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.416563317028684,0.923500533937923
"SPTLC1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99973433583094,0.999989100947748,0.999306334304433
"IARS",0.999779935325884,0.998920040238942,0.999533675599976,0.953994505295685,1,0.995552593510072,0.999861033220845,1,0.936016164363402,0.999989100947748,0.988364704850255
"NOL8",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.849479027375305,0.999989100947748,0.980524420747479
"CENPP",0.999779935325884,0.998920040238942,0.971813638728768,0.949880820047701,1,0.995552593510072,0.999861033220845,1,0.652926228152563,0.999989100947748,0.956872339017252
"OGN",NA,NA,0.999533675599976,NA,1,0.996162856494602,0.999861033220845,1,NA,NA,0.999111513063085
"OMD",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.980011786227861,NA,0.995826514759792
"ASPN",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.873692526782891,NA,0.978106638185631
"ECM2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.855254996799159,0.999989100947748,0.98124641692546
"IPPK",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.931600814064533,0.999989100947748,0.990789644083632
"BICD2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99512198355415,0.999989100947748,0.998729790269834
"ZNF484",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.926232231646026,0.926811498013354,0.98097137091452
"FGD3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.0279908488913719,0.0274457099261995,0.756270474559294
"CARD19",0.999779935325884,NA,0.999533675599976,NA,1,0.998836316071219,0.999861033220845,1,0.963493181347211,0.999989100947748,0.99518665531411
"NINJ1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987055906501547,0.999989100947748,0.997721530638259
"WNK2",0.999779935325884,0.998920040238942,0.999533675599976,0.724592066043454,1,0.995552593510072,0.999861033220845,1,0.886026936605679,0.999989100947748,0.96042553814926
"FAM120AOS",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.660993803994119,0.999989100947748,0.956963767824831
"FAM120A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.576409456737517,0.999989100947748,0.946390724417755
"PHF2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.977894135586498,0.999989100947748,0.996576309273878
"PTPDC1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.999989100947748,0.995256228777978
"AL158152.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.994653868392581,0.999989100947748,0.998671275874638
"LINC02603",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,NA,0.993713465658366
"ZNF169",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.998798890405947
"MFSD14B",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.985086912913311,0.999989100947748,0.997475406439729
"AL358232.2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.605577866105421,0.999989100947748,0.950036775588743
"PCAT7",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.752079397746699,0.999989100947748,0.968349467043903
"AOPEP",0.999779935325884,0.998920040238942,0.999533675599976,0.753560457662551,1,0.995552593510072,0.999861033220845,1,0.995408861361466,0.999989100947748,0.974260569786748
"FANCC",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.359881262304086,0.967797873804722,0.915300796720698
"PTCH1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.990836401253161,0.783277354808553,0.971105124214811
"LINC00476",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.932359949562338,0.999989100947748,0.990884536020858
"ERCC6L2",0.999779935325884,0.998920040238942,0.999533675599976,0.610167028408987,1,0.995552593510072,0.999861033220845,1,0.970223436379445,0.999989100947748,0.95740268436319
"SLC35D2",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"ZNF367",0.999779935325884,NA,0.999533675599976,NA,1,0.933639336825547,0.999861033220845,1,0.71211047805766,0.999989100947748,0.955614194997207
"HABP4",0.999779935325884,NA,0.999533675599976,NA,1,0.996162856494602,0.999861033220845,1,0.957606553793837,0.999989100947748,0.994116644422861
"CDC14B",0.194015445694372,0.998920040238942,0.999533675599976,0.822511833425603,1,1,0.999861033220845,1,0.99145615552453,0.999989100947748,0.900628728465202
"PRXL2C",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"AL589843.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973764585032627,0.999989100947748,0.996060115454644
"ZNF510",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.839404030653472,0.999989100947748,0.97926504615725
"ZNF782",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.903008030480565,0.999989100947748,0.987215546135636
"MFSD14C",0.999779935325884,0.998920040238942,0.999533675599976,0.965915837353376,1,0.995552593510072,0.999861033220845,1,0.876792536619485,0.999989100947748,0.983634475281633
"AL590705.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.989037105317567,0.999989100947748,0.997969180490262
"CCDC180",NA,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.967333491619302,NA,0.994454700073354
"TSTD2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987055906501547,0.999989100947748,0.997721530638259
"NCBP1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973764585032627,0.999989100947748,0.996060115454644
"XPA",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.989591590943624,0.999989100947748,0.998038491193519
"TRMO",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.994653868392581,0.999989100947748,0.998671275874638
"ANP32B",0.999779935325884,0.998920040238942,0.999533675599976,0.694460652724666,1,0.995552593510072,0.999861033220845,1,0.981736190661245,0.999989100947748,0.966983322222938
"NANS",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973764585032627,0.999989100947748,0.996060115454644
"CORO2A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.728648804870171,NA,0.960482291789564
"GABBR2",0.999779935325884,NA,0.971813638728768,NA,1,0.861466985615566,0.999861033220845,1,0.4017242351228,0.502073367164945,0.842089899397351
"ANKS6",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.812262329881435,0.999989100947748,0.975872333560745
"TGFBR1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.999867962054581,0.999989100947748,0.999323037582388
"ALG2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.999989100947748,0.996428756927806
"SEC61B",0.999779935325884,0.998920040238942,0.999533675599976,0.895978381635444,1,0.995552593510072,0.999861033220845,1,0.97432520855486,0.999989100947748,0.986393996903377
"STX17-AS1",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.48484390176053,NA,0.913298534015237
"NR4A3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.899678325876665,0.999989100947748,0.986799333060149
"STX17",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.919014294883156,0.999989100947748,0.98921632918596
"ERP44",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976622101132653,0.999989100947748,0.996417304967147
"INVS",0.999779935325884,0.998920040238942,0.999533675599976,0.988295199002816,1,0.995552593510072,0.999861033220845,1,0.56661170271298,0.199503357190594,0.874805753680211
"TEX10",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.903008030480565,0.999989100947748,0.987215546135636
"MSANTD3",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.906803801017112,0.999989100947748,0.988245943263946
"TMEFF1",0.999779935325884,0.998920040238942,0.999533675599976,0.601168592055316,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.999989100947748,0.956213846251808
"CAVIN4",0.999779935325884,NA,0.999533675599976,NA,1,0.998836316071219,0.999861033220845,1,0.967333491619302,0.999989100947748,0.995666694098122
"PLPPR1",0.959415258560453,0.998920040238942,0.999533675599976,0.772152594278232,1,0.995552593510072,0.999861033220845,1,0.802721851829512,0.394151988583579,0.892230903582161
"MRPL50",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.963493181347211,0.999989100947748,0.994776189993967
"ZNF189",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987183485681419,0.999989100947748,0.997737478035743
"TMEM246",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.928578772667497,0.999989100947748,0.990411888909003
"RNF20",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987183485681419,0.999989100947748,0.997737478035743
"GRIN3A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987183485681419,0.999989100947748,0.997737478035743
"SMC2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.960000102531525,0.999989100947748,0.994339555142006
"NIPSNAP3A",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.980011786227861,0.999989100947748,0.997396941415289
"ABCA1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.462560115411918,1,0.729296208584511,0.821219359594388,0.875992736003344
"SLC44A1",0.999779935325884,NA,0.999533675599976,NA,1,0.998836316071219,0.999861033220845,1,0.608759030099074,0.999989100947748,0.950844886408093
"FSD1L",0.999779935325884,0.998920040238942,0.999533675599976,0.735299905962943,1,0.995552593510072,0.999861033220845,1,0.857141555782608,0.999989100947748,0.958607784058902
"FKTN",0.999779935325884,NA,0.999533675599976,NA,1,0.998836316071219,0.999861033220845,1,0.982900574371412,0.999989100947748,0.997612579442135
"TMEM38B",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973608923385136,0.999989100947748,0.996040657748708
"LINC01505",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.986005436867833,0.999989100947748,0.997590221934045
"ZNF462",0.999779935325884,0.999752900084027,0.999533675599976,0.912789376675701,1,0.995552593510072,0.999861033220845,1,0.943567893902948,0.999989100947748,0.98508265092672
"RAD23B",0.999779935325884,0.998920040238942,0.999533675599976,0.655320210952189,1,0.995552593510072,0.999861033220845,1,0.926232231646026,0.999989100947748,0.957518882144168
"ELP1",0.999779935325884,NA,0.999533675599976,NA,1,0.997265578142747,0.999861033220845,1,0.963493181347211,0.999989100947748,0.994990313073051
"ABITRAM",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.999989100947748,0.995256228777978
"CTNNAL1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.944903595639283,0.999989100947748,0.992452491780476
"TMEM245",0.999779935325884,0.998920040238942,0.999533675599976,0.884905627529329,1,0.995552593510072,0.999861033220845,1,0.977894135586498,0.966454959873868,0.982290200088541
"FRRS1L",0.999779935325884,NA,0.999533675599976,NA,1,0.997345116728278,0.999861033220845,1,0.900635352986494,0.999989100947748,0.987143026851153
"EPB41L4B",0.564429504707945,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.813507202140076,0.999989100947748,0.921609138765833
"PALM2-AKAP2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976005796055662,0.999989100947748,0.996340266832523
"TXN",0.999779935325884,0.998920040238942,0.999533675599976,0.949880820047701,1,0.933639336825547,0.999861033220845,1,0.987055906501547,0.170085718730711,0.903875646649115
"SVEP1",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"LPAR1",NA,NA,0.454307252996923,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.889944175945568
"ECPAS",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.951545127933589,0.999989100947748,0.993282683317264
"ZNF483",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.963493181347211,0.999989100947748,0.994776189993967
"PTGR1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.0922530239932426,0.0916429298106888,0.772327898932589
"DNAJC25",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.972198018695053,0.999989100947748,0.995864294662447
"GNG10",0.999779935325884,0.998920040238942,0.999533675599976,0.590589372142135,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.999989100947748,0.956093946780353
"SHOC1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.981819833732875,0.999989100947748,0.997067021542175
"UGCG",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.998798890405947
"SUSD1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.590829121828826,0.999989100947748,0.948193182554169
"PTBP3",0.999779935325884,0.998920040238942,0.999533675599976,0.917435210182526,1,0.995552593510072,0.999861033220845,1,0.242530552459833,0.999989100947748,0.915360214148583
"HSDL2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973376429110233,0.999989100947748,0.996011595964345
"C9orf147",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.926232231646026,0.999989100947748,0.990118571281319
"KIAA1958",0.999779935325884,0.998920040238942,0.999533675599976,0.704179088139797,1,0.995552593510072,0.999861033220845,1,0.620630080315141,0.999989100947748,0.931844554729841
"INIP",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.255451114658344,0.999989100947748,0.906270931657859
"SNX30",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.900866451925914,0.999989100947748,0.986947848816305
"ZNF883",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.766690704497816,0.970239424150633,0.966457170788153
"ZFP37",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.747356502741886,0.762805286271961,0.938111128333828
"FKBP15",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.938514604932928,0.987571916776126
"SLC31A1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.994653868392581,0.999989100947748,0.998671275874638
"CDC26",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.508684603099446,0.817323265556278,0.915091888289063
"PRPF4",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.919101667361027,0.999989100947748,0.989227250745694
"WDR31",0.999779935325884,NA,0.388365055321425,NA,1,1,0.999861033220845,1,0.975995328883746,0.999989100947748,0.920498806712456
"HDHD3",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.957655486431811,0.999989100947748,0.994602403940783
"ALAD",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.930411507385124,0.999989100947748,0.990640980748706
"POLE3",0.999779935325884,NA,0.999533675599976,NA,1,0.998378745759325,0.999861033220845,1,0.977894135586498,0.999989100947748,0.996929578305034
"RGS3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.977894135586498,0.999989100947748,0.996576309273878
"ZNF618",0.999779935325884,0.998920040238942,0.999533675599976,0.924028300679371,1,0.995552593510072,0.999861033220845,1,0.919014294883156,0.999989100947748,0.983667897440599
"COL27A1",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"AKNA",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.71211047805766,0.999989100947748,0.963353352082773
"WHRN",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.855254996799159,0.999989100947748,0.98124641692546
"ATP6V1G1",0.999779935325884,0.998920040238942,0.999533675599976,0.975328071558802,1,0.995552593510072,0.999861033220845,1,0.989591590943624,0.999989100947748,0.995855604134589
"TMEM268",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.986005436867833,NA,0.997247524932087
"DEC1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.909258651527936,NA,0.986283698454959
"TNC",0.829642429614515,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.152071828601273,0.00656401698425212,0.747903197191367
"PAPPA",0.999779935325884,NA,0.454307252996923,NA,1,0.995552593510072,0.999861033220845,1,0.960569914919402,0.999989100947748,0.926257478865109
"ASTN2",0.999779935325884,NA,0.999533675599976,NA,1,0.424191221197278,0.999861033220845,1,0.576409456737517,0.999989100947748,0.874970552878656
"TRIM32",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.696902953905369,0.999989100947748,0.961452411563737
"BRINP1",0.999779935325884,0.57704272094725,0.999533675599976,0.378744724782105,1,0.335393775427977,0.999861033220845,1,0.472205876818968,0.810490604683519,0.757305234680652
"CDK5RAP2",0.999779935325884,0.998920040238942,0.999533675599976,0.735299905962943,1,0.995552593510072,0.999861033220845,1,0.994653868392581,0.999989100947748,0.972359015319899
"MEGF9",0.999779935325884,0.998920040238942,0.999533675599976,0.935433782569805,1,1,0.999861033220845,1,0.782791721796922,0.999989100947748,0.971630928970012
"FBXW2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.992426173913927,0.999989100947748,0.998392814064806
"PSMD5",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99827556083147,0.999989100947748,0.999123987429499
"PHF19",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.903783802599593,0.999989100947748,0.987312517650515
"CNTRL",0.999779935325884,0.998920040238942,0.999533675599976,0.925650734260544,1,0.995552593510072,0.999861033220845,1,0.993704655614395,0.999989100947748,0.991299176871841
"RAB14",0.999779935325884,0.998920040238942,0.999533675599976,0.895978381635444,1,0.995552593510072,0.999861033220845,1,0.840590674735141,0.999989100947748,0.973020543521405
"GSN",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.995674784643052,NA,0.999264204112822
"DAB2IP",0.999779935325884,NA,0.999533675599976,NA,1,0.993283919311231,0.999861033220845,1,0.974636499461014,0.999989100947748,0.995885520483337
"TTLL11",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.73048140252182,0.999989100947748,0.965649717640793
"NDUFA8",0.999779935325884,0.998920040238942,0.999533675599976,0.911716414676328,1,0.998378745759325,0.999861033220845,1,0.958772915320064,0.999989100947748,0.986695186108911
"RBM18",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.406154207927206,0.999989100947748,0.925108818316466
"MRRF",0.999779935325884,NA,0.999533675599976,NA,1,0.991539091283908,0.999861033220845,1,0.990004227433615,0.999989100947748,0.997588382976497
"PDCL",0.999779935325884,NA,0.999533675599976,NA,1,0.959104929816244,0.999861033220845,1,0.920607529113746,0.999989100947748,0.984859525503055
"RC3H2",0.999779935325884,0.998920040238942,0.999533675599976,0.762306575022293,1,0.995552593510072,0.999861033220845,1,0.926929155558526,0.999989100947748,0.968287210942429
"ZBTB6",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.999867962054581,0.999989100947748,0.999323037582388
"ZBTB26",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.999989100947748,0.996428756927806
"RABGAP1",0.0392322368993218,0.758755182960737,0.999533675599976,0.617615673545527,1,1,0.999861033220845,1,0.873506217255785,0.612814876911424,0.790131889639362
