"Gene","IN_2","IN_1","IN","nIN_1","nIN","nEN_1","nEN","IPC","MGE","RG"
"H1FX",-0.123518041923436,0.232278397677431,0.264994232315883,0.130346316892899,0.732439642681207,-0.246479093678083,0.0564282669351173,0.289261647690431,0.240129032015235,0.0771606193703954
"H1FX-AS1",-1.65296377834307,-1.28086410847006,-0.438223443857062,-2.25824465903808,1.25588096377607,0.00793290151037587,0.147583744747348,0.41499412339612,-0.599435620627089,-0.140862155225447
"MBD4",-0.0727186659945162,-0.126046801087137,-0.218335596608743,-0.211941911740496,0.965487046340788,0.323570427336147,0.101654600963153,-0.28260766075677,-0.169860543151441,-0.264155692072988
"IFT122",0.246371104491379,0.284622869408591,-0.263539488721113,0.809159288790526,-2.67076451678453,-0.694645311147799,-0.274238459737604,-0.0801426874297738,-0.401676618212399,0.13551443079595
"PLXND1",-0.550157628167978,-0.869460155850322,-1.47723776674435,-1.47527631680683,-0.707342166729197,-2.25071989590714,-0.884956280799627,-0.858649041277445,-0.402150450107615,-0.139650183035437
"TMCC1",0.225947331867846,-0.124350251074234,0.238524845031775,0.516499538839286,0.19283805798026,0.0189666604593199,0.295304539889261,0.310667996476101,0.389313801643773,0.273406982654889
"TMCC1-AS1",-2.33358373451272,-1.41735875121362,0.513878141171647,-4.16016177711227,-0.931617784785697,0.432607050025832,-0.913103498913653,-0.226564862323411,-0.419704246383774,0.0359707358301238
"AC083906.3",-0.137389077114245,-0.561222343933342,-1.98106318940741,-1.16381222130765,-0.672775626083029,-0.652815471783778,-0.59468779599492,0.470122870081435,-0.0797450094224598,-0.399765359222588
"TRH",-0.19072849364959,-1.87599188117949,-2.59708855940926,-2.84722624538607,-1.32199272071384,-0.660709062103832,0.553435713547297,-0.915143000430042,-0.999089303181599,-2.9950429720846
"PIK3R4",0.609053602388882,-0.50871603506459,-0.108436688681563,-2.01524352701121,-2.82250770695543,0.0749662489867792,-0.35862036143653,-0.712902198245402,-0.2533258505305,-0.0920492058130663
"ATP2C1",0.158990503752259,0.202927845750697,-0.244524562817696,-0.0914305119086651,-0.156202605639359,-0.119725755249822,0.177678130342917,0.145318489444377,0.0507349003167523,-0.0767479958346267
"AC055733.2",0.535277494957188,1.23562740498291,-1.09411951475776,-1.22481190605213,1.4768384737215,-0.522401363403512,0.232750775251621,0.016800814487576,0.31033292364836,0.29738837810057
"NEK11",-1.11666261007053,-3.02573321262966,0.490837921511247,-1.47891722118264,-2.55735506295754,0.0199584941475544,-0.517668232252158,-0.461305108639029,-0.950552524462245,-0.424536959392305
"AC010210.1",-1.40217735375031,-0.556430642900066,-0.854221393305491,0,-2.9397563776333,-0.0344856059075469,-0.151252847722639,-1.4409449539417,-0.424076896582406,-0.364474417573627
"NUDT16",-2.36824887929585,-0.0890816513200336,-1.09220630598318,-3.10202522974949,-2.29927114778848,-0.51018394912963,-0.570045026376074,-0.260063656025274,-0.838349635441835,-0.503670479988886
"MRPL3",-0.31364214668466,-0.413287668333604,0.116508262294961,-0.120435092276717,-0.789762496699734,-0.145272161259442,-0.0849859068726001,-0.37555639868418,-0.43396171972005,-0.25467994071809
"CPNE4",-1.05396746328204,-0.134223885795079,1.12556076320854,-1.29257468778491,-2.59144239383664,-0.551202293239295,-0.209525964524369,0.120671669729352,0.133818170546728,1.38783327894306
"DNAJC13",0.177038305485723,0.29227804253857,0.178916697922367,1.07726147655196,-0.0426568431698084,0.08375922546044,0.149981786054754,0.132486656829502,0.231848240626423,0.322780461899038
"ACAD11",0.481660990810703,0.719164396652055,0.0928634428051612,-0.831855561231234,0.54007303928366,-0.240813001879573,-0.216605342059008,0.0960729340210308,-0.272726641875011,-0.143029080914879
"UBA5",0.177444120150537,0.0583888673679594,-0.191946486032529,0.660185191611805,0.54009085478586,0.400630762858195,0.182509986585925,-0.0851146948031477,0.0424901369906362,0.0659394049042426
"NPHP3",0.226124347254335,0.145514802143134,-2.33362206997192,-2.8747829042582,0.978801468485595,0.208917324069015,0.683151473235552,0.0846469338236654,-0.27478786849526,0.297956556534285
"TMEM108",-0.532185574746752,0.227286981359728,-0.0266646618885137,-0.574617182727856,-0.0866435209966442,-0.617337788293662,0.211683276271482,-0.111954878906869,0.632467594083483,0.0295422486746073
"CDV3",-0.519362624434273,0.0648318767097223,-0.681332448417825,-0.969214078654609,0.00958427668010753,-0.38279834308419,-0.394450225388854,-0.464505456786325,-0.52364447447252,-0.393340988645842
"TOPBP1",-0.13222424830064,0.448664512244765,0.269166705212564,0.127921438339917,-3.40140731465899,-0.269920140561279,0.0683654773164408,-0.124913732954539,0.462192206619056,-0.0713707991140643
"SRPRB",-0.250757707743374,-2.98348641414583,-0.386349035370975,-3.1783312292027,-0.28789628252715,0.262100858670474,-0.359371693230165,-0.316739382349249,-0.246982709074933,0.0173216287864201
"RAB6B",-0.289124313462629,-0.331736071346181,0.385292085775475,0.43266447191659,-0.492125399075489,-0.104444786998904,-0.107282780212782,0.0499696007417632,0.995893734181987,0.137814459647489
"RYK",-0.145954822689783,0.0735570647770983,0.147716890086092,-0.537083138932255,-3.92720266967649,0.211607517801109,-0.142085165081075,-0.17578226478299,-0.378342828490442,0.00341628602549082
"AMOTL2",-0.447760803646814,0.132753696810739,-0.291370738112761,1.39249669894322,-0.0100265151722729,-0.974245350845306,-0.0982605615317495,-0.325334661893413,-0.219102229657864,-0.251388591910849
"ANAPC13",-0.196539153347473,-0.580896055560021,-0.443031539488451,-0.0553180117150683,-1.18713859385587,-0.257565214850039,-0.28261316740668,-0.205949421850752,-0.423566321615014,-0.283757755380003
"CEP63",0.110650073067906,-0.449324706417918,0.426432050613583,-0.22532861420211,-0.112687001845589,-4.88485679600928e-05,-0.0108810489518915,-0.189363917742105,0.0375365744782895,0.0897025216186373
"EPHB1",0.0764750400150911,0.18426510497507,-0.663024182767982,0.794766715670222,0.029727215903125,-0.0405994597375239,-0.0643260642748938,0.38852795652059,0.344085661268669,1.25992981884648
"AC092969.1",-1.06018237942299,-0.831909061497227,-1.26643787925753,-0.259162160417986,-4.54533112921494,-0.353194377600463,-0.681630451650892,-0.537715075053431,-0.713840241079953,-0.468186478632661
"PPP2R3A",0.476931357561307,0.492781849745063,0.538238586633337,-0.232409439773005,-1.03219869426988,0.1211875588005,0.504979938853304,0.356897989284215,0.227459330232276,0.330647322655918
"MSL2",-0.0199898664712171,0.638207717903609,0.305785289950523,0.704977691602566,-0.741253787517755,0.148990964376312,-0.0578820980064791,0.205207747471097,0.150257463015724,0.211812825214073
"PCCB",0.174296040693413,-0.122105592328515,0.146795381609973,0.271948804310595,-3.0775627727656,-0.680292258780561,0.230881935579366,0.111933013281548,0.250815793166403,0.0749627767605256
"STAG1",-0.0654209747236522,0.338086345320001,-0.150656468364921,-0.63292084625339,-0.537933189733188,0.330476408382058,-0.00325148438371207,0.0809400654201783,0.346998108129823,0.226724009231405
"SLC35G2",-0.129469085162672,0.749277362386478,-0.110985638538952,-0.253863695604901,0.743212072669414,-0.119169694651356,0.135022845377869,0.431245703791476,0.308719373918267,0.146569313602233
"NCK1-DT",0.0391751129499351,-0.699722486544404,-0.12993228871843,0.567475202968263,-3.00239643691365,-1.01380027705201,0.158021204657214,-0.0201037369617665,-0.407654337389937,0.0106727674658664
"NCK1",-0.287232082183849,0.256943529454392,0.0406568875101844,0.0928977990670653,0.521874597879394,0.778516540646564,0.0171293488467343,0.108905924316894,-0.130846516057854,0.0882896465116881
"IL20RB",-0.575622793327818,0.843169957642559,1.19055701616513,1.16456737902883,-1.84192565764414,-2.23080987544601,0.831921057426194,-0.0449704554347442,0.0270021343490003,-0.173019818736207
"DZIP1L",1.05191235969695,-1.48361569257342,-0.862656027678282,1.71622996148202,-0.428952701292099,0.99171447565105,0.441983390799947,0.274193939545473,-0.169328664479693,-0.282567924851744
"DBR1",0.359579888171492,0.378439319632275,0.664264518932858,-0.845723563340607,-2.23958340393175,-2.47031574245268,0.186533823987697,0.106539516838411,0.64349316640478,-0.0836935350269719
"ARMC8",-0.129172317260687,0.106328459004789,0.111348634124508,0.493422390415778,0.4136925815749,0.14801697735337,0.0772765056084734,-0.0697075066099912,0.087430177045178,0.107599576784036
"NME9",-0.352037466918474,-0.19969746725272,1.09511317074065,-0.257589408153719,-2.81537284450785,-0.277586799987066,-0.0228178359626885,-0.469602292534407,-0.376147992589793,0.121482047808227
"MRAS",-0.0373576813880437,-0.239468656089898,0.416762556485497,-0.0768593344064067,0.00664730831496622,-0.178709381268373,-0.107616756716488,0.466675507751071,0.901248420884556,0.309214235669961
"CEP70",0.151571214551592,0.00542683114897829,-0.321650036274338,0.373795351666559,-2.79792046971839,0.169838074500733,0.220659860497565,0.0834852758760629,-0.528186557500425,0.0386687985733634
"FAIM",-1.62418259534603,-2.04391573234187,1.00297322650808,0.780162862937521,0.89746103572906,0.893115161742019,-0.198727005215254,-0.0553362367159737,-0.132773463995988,0.316897468688335
"PIK3CB",-0.0677612343191159,0.330581648270248,0.803044849093856,-0.194663509314764,-3.45176519900949,0.54164684903664,0.00704562305879897,0.404985107646022,0.506532554752619,0.801991620665589
"MRPS22",0.283450861706834,-0.426944320136118,0.197390389075278,-0.193960885467149,0.327994155573831,-0.323342666804539,-0.0163731259885578,-0.200321370526593,-0.276119832435728,-0.294385539391129
"COPB2",-0.374166009116033,-0.239025730968477,0.151659850691018,-0.185808278683106,0.454206607092427,-0.205170776785255,0.00299424455020558,0.0959005346659674,-0.264517602413566,0.00993829293650675
"AC046134.2",-0.23542052932503,-0.703785242281196,0.107321042564558,0.155364480481995,-0.640219171660107,-0.261047239735455,0.113207751082767,0.00596689557866151,-0.194739201556856,0.0999178013922162
"RBP1",-0.95524222441537,-0.276644178458649,-0.797265387402039,-0.772938805965804,-0.453617546821796,-0.235483753500057,0.500901637903394,-0.0389079227329999,1.38584865592523,-0.272981172812707
"NMNAT3",0.571515742681292,-3.10533537021044,-1.63458397941571,-1.46693453565161,-2.90568783673345,0.725012849928759,-0.154000334939612,-0.169059627305364,0.13829165988565,0.258976265787377
"CLSTN2",-0.116823363630986,0.0824813452309535,-0.881966479080646,-3.01705647773406,0.729508355456709,0.390402099673008,0.575809400338543,0.223761937201404,0.572222654694877,0.489049914775964
"SLC25A36",-0.173431525561095,0.0352370389413618,-0.292838702124783,-0.942552451692352,-0.0115506715744189,-6.20470211812607e-05,-0.160333545078837,-0.179304158394469,-0.362005237585551,-0.219588312223756
"SPSB4",-1.41882311958809,-3.18242715364889,-0.923562140608298,-0.649725881493621,-0.34303869616468,0.283846785045251,-0.188657313128506,-0.289063655222644,-0.423770145560505,-0.118365100534076
"PXYLP1",0.033771117121947,-0.0158207856920803,0.0648837087937857,-1.34069008994443,-0.458516389963697,0.0279798741061841,0.378196249592261,-0.120560322989145,0.370172680535354,-0.0839078069472737
"ZBTB38",0.8027409802508,-0.0601354672141098,0.642872005349074,0.595427990729863,0.26831333512663,0.572509414529561,0.205429384860596,0.20866254463255,-0.299023085626721,-0.0398346094348475
"RASA2",0.26714750829302,-0.0980040005507958,0.062350831536275,-1.74287033643619,0.0277844771992178,-0.263415638300568,0.28515102998759,0.0750729984369092,0.399949916305676,0.236790073640184
"RNF7",-0.484182224488759,-0.170398805345326,-0.366690080579984,-0.303128224358775,0.191344694656249,-0.249388817832989,-0.245626126695255,-0.0397100798968261,-0.723924019258872,-0.349720470643621
"GRK7",1.94817002071368,1.83703125182665,-0.511249647704867,0,-0.598733574689746,-1.57680544596215,0.524436692604292,-1.03502576551945,0.438676652203218,0.276018135233116
"ATP1B3",-0.0252716341750935,-0.521075448349037,0.0732472934131601,-0.265533756147809,-0.26269942179122,0.146511025355207,0.108527326585033,0.232939004270778,-0.161967332284616,-0.225679476325817
"TFDP2",0.0903623440258947,-0.149966029024236,-0.476876511854892,-0.966552603323448,-0.730040401699672,0.180230359201666,-0.051464978160797,-0.133149823286896,0.369141246352189,0.297665584411289
"GK5",0.697650378025677,-0.987957214823668,-0.0248488418197105,1.62244693867465,0.176906105304916,0.147091052847884,0.0635545062521812,-0.415957852238038,-0.0987940826431541,-0.141911440525071
"XRN1",-0.104229400107484,0.146347755065195,0.0205581599338321,0.299933293520697,-1.20719301057898,0.117718282886624,0.150422846054691,0.226216604586985,0.0964016170982029,0.209150885275976
"ATR",-0.197182735814924,-0.179718496959831,0.0126250798356535,-0.148959318269791,-0.0490534371563194,0.161231799537782,0.130514446403951,0.0774054344197375,-0.151996580413674,0.14209703540186
"PLS1",0.16756705312695,-2.2103367880436,1.04109940102222,-2.58760342115343,-1.83663622455388,0.858895957115617,-0.311988907956572,-0.353914239248652,-0.29593076232947,-0.376455259619538
"TRPC1",0.135469681797874,0.239849342192231,-0.0668466574252802,-0.0904571837137658,0.00954178453931975,-0.156665848902863,-0.260958952211064,0.0680319205138875,0.306570508930451,0.329571026091908
"PCOLCE2",0.689448913244301,-2.67545064122862,0.773853103585105,-0.554935439173567,1.06651445980162,-1.35165351917371,0.22260583992045,-0.240626178345452,-0.872227371761721,-0.395922788851763
"U2SURP",-0.059747057129084,-0.142325471564521,-0.00887579251462463,-0.314891069255924,0.251758704102488,-0.35569671064169,-0.165302580268147,-0.10331944366771,-0.178054381502727,-0.234526545761055
"CHST2",-0.744107827282411,-0.195374981280056,0.606729307040167,0.335943966804414,-1.45972948112483,-0.0902562796723931,0.79186360868386,-0.0456175458032681,-1.50205696130953,-0.94304731339891
"SLC9A9",-0.85792840910678,-2.25798634316383,2.14598527894392,-1.99161882496143,-1.35245068130302,0.493289548852724,-0.0742689390483821,0.136173127862184,0.0762633237220561,0.568920484988195
"DIPK2A",-0.0587000025758062,-0.187408387307327,0.0250940862110017,-0.642717748749907,-1.61774733025969,-0.824289363141198,-0.300514995686047,-0.141345089674308,-0.447766207335684,-0.549286002457722
"PLOD2",-0.96427571601546,-0.193022665977438,-0.345967389353459,-0.21718962684264,-0.949158402364911,-0.849708312522534,-0.722870943298396,-0.172660812061135,-0.49039961642278,-0.125631544940566
"AC092957.1",-0.489352286327713,-0.193097892106811,-2.62874162643892,-1.53893407233172,-0.184255763962154,-1.04349163853665,-1.24073073362486,0.304729085055825,0.494524592844839,-1.97251011426217
"ZIC1",-1.35309647552896,-0.863382356546456,-3.04941224756064,0.285714130731062,-1.59264671103381,-1.25305279223159,-2.13732650727482,-0.161984326154674,-0.821616063007837,-1.48085618473554
"GYG1",-0.755668198514157,-1.32762581434134,-2.49963439657114,-1.3037890979083,-2.11859878486168,-1.32951810576041,-1.42447076827157,-1.13539479352648,-0.0718188247598963,-0.326348633173935
"HLTF",0.181719899008327,0.229457425596664,-0.496455994188354,0.00372752795427131,-0.129581214948025,-0.372408428796461,0.0495540310120967,-0.456479482248057,-0.0620896925817139,-0.3265485512169
"HPS3",0.213692732636548,-0.593516783674096,0.581612390275702,0.10564902735854,1.10461389174615,0.308661275402752,0.18107860922069,-0.303623967630368,0.08563555249741,0.209245641509918
"WWTR1",-0.276153637035378,0.801430309786653,-0.635812259958578,-0.1066941731224,-1.46796122514171,0.839857860079463,0.80142705567098,0.106754104006143,0.606502603834514,1.61629599587047
"COMMD2",-0.39077337436774,-0.15548208455866,-0.6901465283896,-0.499600694749153,0.45719019609296,0.0566648978043549,-0.0319050133841035,-0.145125141626527,0.21442557520087,0.02572905033007
"ANKUB1",0.314835130817588,0.515283315724967,-0.116701748061516,-0.291087175671627,-0.0530378843301147,-0.0541471170796037,-0.105128028829012,-0.668204409154976,0.323290212705503,0.0607539969419533
"RNF13",0.350762817304202,-0.885679019525723,-0.098443665776194,-0.404269875721465,0.171639147367645,-0.254000142981852,-0.0489505838023535,-0.274277263973344,0.418325590743181,0.313205256811342
"PFN2",0.164781246468518,0.302869920151067,0.330849299802231,0.174223257766431,0.618212916423885,-0.050919313343725,-0.0672575352319171,0.110653616864867,0.717544995022588,0.069897826432566
"TSC22D2",0.0718780438273906,0.107746806394923,-0.0738885431408363,0.0727184427075328,-0.108814876216307,0.255722464880627,0.191699287039029,0.0191621904327713,0.48331540984595,0.45399048552175
"SERP1",0.0399344621662198,-0.266051204429601,0.00347224532128632,0.126218270325559,0.0232352689555724,0.0281101540483898,-0.0785990655016441,-0.00119150517945302,0.0163676729571873,0.132218222524914
"EIF2A",-0.549883602538714,-0.455565595284577,0.232494382938639,-0.416592369642608,0.351501698250673,-0.450669387619377,-0.0634908639624194,-0.00594932745099142,-0.0204517611786637,0.123711118410623
"SELENOT",-0.281688752077206,0.138242816233359,0.301969533588867,0.397630050622657,0.138575553490639,-0.176090609129644,-0.104873884563264,-0.137777709133876,-0.000971749113659826,0.00324881309420158
"ERICH6-AS1",-0.165871614563204,-2.12733395013859,3.06799970997584,0.541433232343043,-1.31793931258939,2.03597035118189,1.04219579737956,-0.279699236071177,-0.691834393194291,-0.249806096266485
"SIAH2",-0.785719088912599,0.458752534339088,0.131808846593281,-0.0258145446494146,-0.592691214649202,0.233097007381559,0.243695975815142,-0.16483801356938,0.0847816259984646,0.021388672855896
"CLRN1-AS1",2.33492602581158,0.857828337614387,2.28570112944311,2.62808658449464,1.16269599537384,0.627420303252081,1.55799069349849,1.67322529690438,1.10859830936254,2.03677806385053
"MED12L",1.17324663498901,0.0863105746725659,-0.450929775893752,0.771379788601245,-2.56450817490709,0.522310631469949,-0.295681874482654,-0.492117115090355,0.32630151693036,0.240514524512489
"P2RY14",0.843310473472485,0.0761634504508761,-1.187922081491,-1.77512071623768,0.797002032464253,0.295810049687906,-0.602215192552324,-0.146594229840878,0.0169444246169738,0.251740583933541
"P2RY12",0.971190558681748,-1.8444208194024,-0.525381223337635,0,-0.411450438058679,-2.21111195409695,0.130944949816643,-0.37246500686621,-0.201226759533161,0.224814619308132
"IGSF10",0.339550804631666,0.275881787089637,-0.638284276724847,0.997574186733494,-0.293009294755793,0.752742672778071,-0.408905210437371,-0.804438086949415,-0.26296641062119,-0.0315063479211624
"MBNL1",0.281356076260051,-0.0199634060879292,-0.258687681610609,-0.606866925781142,-0.482357516524419,-0.0535501400186723,0.036331916617022,-0.0842136588756546,-0.419650817717264,0.0652389365145029
"RAP2B",0.106007858154699,-2.62030784519912,-0.575043304297643,-0.39723626403934,-2.69624684321276,-0.412983845225115,0.405382150378777,0.130827312502719,-0.461625765377921,-0.374483828257554
"ARHGEF26-AS1",0.0638572679599294,-0.931740858343202,-1.98684036657611,0.613391482831693,-0.21414699671031,0.12110822778746,0.319375457074491,-0.991457520093504,0.672363046902022,0.214538566998292
"ARHGEF26",-0.813486183068558,0.41676877212945,-1.38648220262524,0.986726186780368,0.50694921466799,-0.948763525773276,0.163840029239472,-0.476855399257788,0.199979493228104,-0.068109383114115
"DHX36",0.115947150965304,-0.0162946614495908,-0.0475819457306734,0.00927072414922669,0.145214441966321,-0.10103601323564,-0.0309566947054956,-0.0113197202339972,-0.0297207430699145,-0.0975034840026513
"GPR149",1.88696926268942,-0.394754418690681,-1.2297897905832,0.57027974020862,-0.525910216880088,0.364324999908766,-1.08053962475461,-2.1262307888233,0.183634563445283,0.604833062119227
"PLCH1",-0.256968746787792,-0.573843072437594,-1.07900112432978,-1.92367151655244,-0.418766447623078,-0.299174600403338,0.262471840942521,0.424651330446944,-1.10634964541814,-0.113712240758614
"C3orf33",-0.225939454042607,-0.85060212486751,1.15312904027024,-0.248835511289579,0.495111525791995,0.184539971341331,-0.44771608855331,0.0195125783473859,-0.447966659800427,0.138741879568047
"SLC33A1",-0.255798992963176,0.170592395407012,-0.247633070910762,0.497000108374249,-0.242279089000201,-0.315339160813465,0.144243728702378,-0.0587989602844499,-0.120812801886401,0.102172352465377
"GMPS",-0.0718187503524392,-0.3787870712995,0.137378799519082,-0.470114561521855,0.142650835299743,-0.0249963228538945,0.185718200621561,-0.0544197829644817,-0.145018036932668,-0.205488984310054
"AC091607.2",-0.555857353395823,0.314889775892751,-1.256254933497,-2.25839814502416,-1.15226134899764,0.0173967354186371,-0.64145808939201,-2.21753474216022,-0.653662334065342,-0.687840625579216
"SSR3",-0.402067259200044,-1.34151326016324,-0.947980716248835,-0.186611812594691,-0.514045059877181,0.0634831664624415,-0.155879358979222,-0.113212038722393,-0.331280327564602,-0.317179193320543
"TIPARP",-1.61805276193385,0.541719387132527,-0.540865089513768,-1.26099350389473,-0.556984434123982,-3.60361818756613,0.222450376745553,-0.889639899335777,-0.271159846936325,-0.643956396282779
"CCNL1",-0.164059560568118,0.211000284406581,-0.514452214475595,-0.748053919967658,-0.357503530451104,0.35793228141319,-0.168282483585819,-0.323636493524209,-0.200358610687049,-0.12051058678144
"AC092944.1",-1.17951186748,-3.07866952640984,0.643542702408626,0.123324679156516,-3.11343201773005,0.409996922617573,0.133167468106784,0.108540988391075,-0.325880427969748,0.600520591350163
"VEPH1",-0.908756722676796,-0.884686741907502,0.0621170086053455,0.119810073074424,-0.19913706367592,-1.55074413713838,0.43731824295733,-0.232962142483167,-0.175856897448692,0.621804708936825
"PTX3",-3.02232789631185,0.380558014461413,-0.527969992859512,-0.0536971983053518,0.472539340104907,0.884097937479446,-0.427362598656376,-0.124985657245836,-0.0272835695704501,0.310480084485139
"RSRC1",-0.345974443867123,-0.214174946834418,-0.0638913290491197,-0.373278836655733,-0.173267749014221,-0.368018534485178,-0.244585443924442,-0.316270540643107,0.194324145759172,-0.0899080537613507
"MLF1",-0.215890290674686,-0.139047554313728,-1.03258640421106,-0.73222338724788,-0.474779429643427,-0.184237436123752,-0.395401529072426,-1.39596308962907,-0.61460060924948,-0.418926533541118
"GFM1",0.548899563450738,0.353180997160142,0.403771806152756,0.656588600921872,-0.178730905629469,0.686327086935485,0.178911981897217,0.323996917799859,0.384772108150176,0.422998580319301
"LXN",-0.863932898347054,-0.230153277717328,-2.3005874452489,-1.18254573929577,-2.81340169223032,-0.271639289162254,-0.417224124485897,-0.962851129831637,-0.776135297545117,-0.516065905625948
"MFSD1",0.24140591834195,-0.413602616567785,-0.0204035774514481,-1.76349641365638,-2.64672258114331,-0.0954114307406884,-0.504918637186783,0.0809453501303296,-0.000967421398291035,-0.0592250244343471
"IQCJ-SCHIP1",2.09933640129531,-0.00785058036160446,-2.29120754669502,3.88111310498693,-1.39826071108328,0.929444666741034,0.949417361248863,-0.36042918684776,0.057774972301107,-0.350868266230869
"IFT80",-0.563982897508237,0.747495411016241,0.115940576375255,0.275782516366424,-0.535293591838903,-0.708710742656665,0.0403574490718415,-0.103705816251768,0.163753580233686,0.0714613109222711
"SMC4",0.00962191503942167,0.598911992823882,-0.906246371657528,-0.563853145738096,-0.154338744937222,-0.340709091668452,0.070075209378248,-0.432796639582858,-0.00541189624198513,-0.529177396100986
"TRIM59",-1.29302352038765,0.35700430598583,1.60580923190529,-0.0583183532791964,-2.2346544379041,-0.865528988116253,0.59302710600666,-0.462782766451857,-0.286206290928489,-0.340593087359212
"KPNA4",-0.181250721441231,-0.110735781624808,-0.240225701337845,0.311198562360427,-0.337287934214187,-0.166702370043508,-0.0672929589660347,-0.0104298355945957,-0.260354018836343,-0.0852963248606574
"PPM1L",0.206399122425295,0.265632068681531,0.151760696554121,-0.0471219273691101,-0.325187752934038,-0.205262542277857,0.125421850919596,0.0432122033681365,0.193894305543775,0.100222681497275
"B3GALNT1",0.264833638590847,-0.188980969155217,0.558994494513666,1.00755196049752,-0.0723498563801752,0.703935516519872,-0.666639677512922,-0.397838467630414,-0.1881748442461,-0.190447466069664
"NMD3",0.0675185579113933,-0.501307828178028,0.212013938028694,0.349998767491591,-2.75717090177096,-0.263999233602909,-0.378369525722109,-0.326204191158963,-0.0691233640937869,-0.0756222930317237
"SLITRK3",0.474887322975721,1.10151537253372,-0.627021100226586,1.53737326484077,-0.249408994175054,-1.81068502833074,0.0479880292353849,0.760757278760753,0.836785667568645,0.647294135470251
"LINC01322",1.19417078011897,-0.241377900470614,1.22786099442032,-1.29492584346229,-2.57241402473243,-0.192072021155249,0.125319923732371,-1.15134162118284,0.63508915385856,0.502696452134064
"BCHE",-2.60867987808491,-2.66745542002311,0.634309361619181,-0.277948374448028,-2.35265409647085,-0.93486488876033,-0.577184035014927,0.286360057916439,0.843925426345893,0.453568357440758
"ZBBX",-0.205032446569182,0.319205256853247,1.8289887445842,-1.23708363563326,-1.26623456815154,-1.06189384006637,-0.176743425983103,-0.201262590203521,-0.892863151354985,-0.467438513806872
"WDR49",-1.59295689062179,1.24332765010251,-0.824321906400683,-2.83547308910798,-1.68157790151773,-1.27315690681333,0.286222208576112,-2.22311481171315,-3.45151016039653,-2.88746646213451
"PDCD10",-0.423235143544431,-0.662194939830771,0.311144793902004,-0.696089991312184,-0.631609796029449,0.327126863965373,-0.0448774824708424,-0.223522828415243,-0.249140597239646,-0.170372644587443
"SERPINI1",0.445706119600027,-3.04504122017448,0.57047775732742,0.00669507558428062,-1.97125221206946,0.803314568726609,0.0171179527439653,0.521070789017767,-1.10827235955774,-0.196790418887923
"GOLIM4",-0.235901160685682,0.118940343027413,-0.090119709095395,-0.158942814990776,0.586124925741329,-0.298717519751859,0.316423759954315,-0.0174558170265493,-0.0340415101677604,-0.215219669625256
"MECOM",0.136186168042732,-1.61883428150043,-0.480734563713764,0.20203037678926,1.29351114605461,-1.48741363734199,-0.0515470025106695,0.150683138027352,-0.731348146224252,-1.6068270173014
"MYNN",-0.359541921593721,-0.480641119173599,0.616680457483259,-0.784756456977964,0.536892017340745,0.165811861168382,-0.336858603926298,0.125712125098851,0.223273528079153,0.167884497987959
"SEC62",-0.0709131309977839,-0.375064735005072,0.0629055673099996,0.315946103485155,-0.287355182446922,-0.0146148753333172,-0.147480041576054,-0.0745901359686082,-0.105834180961542,-0.0201438904825994
"PHC3",0.0841664795635887,0.312422044512007,0.0718394813658758,-0.0357683943636815,0.0872383164549208,0.0284415866316555,0.196474590032873,0.0533800682482813,0.0336567460671136,0.380558206937493
"PRKCI",0.468342135521969,-0.459753055964049,-0.328727771011712,0.771453534499941,-0.604790933462507,0.100624307497466,0.103619967217165,-0.00229836128081534,-0.119102322759588,0.0157006039491946
"SKIL",0.338576629274626,-0.659356026394499,-0.265282197552602,0.234955861623508,0.892406658959006,0.417296403783908,0.0505308244117688,-0.101512086436172,0.00122667535757426,0.0876220753509871
"RPL22L1",0.320521091244736,-0.218659116154185,-0.0828855985108971,-0.255139665445229,-0.402908169875802,0.542298319458852,-0.105480417059586,-0.169480818235202,-0.541983223304081,-0.276065898763821
"EIF5A2",0.829080495136477,-1.5927207510381,-0.131108746439898,-1.98421630789402,-1.81056011656016,-0.653665256539515,-0.218568676996717,-0.659263745901764,0.154337393523907,0.102552280790602
"TNIK",0.159244873475942,-0.306034541566763,0.102062171493237,0.717139588054182,1.06481631467237,0.682753155253305,0.356430736064495,1.38295511506873,1.46782939024765,1.58978836411768
"FNDC3B",-0.966085383796165,-0.538144799331508,-0.515000292125628,-4.15870267744817,-0.47994212568627,-0.236392371564408,0.335185333098473,-0.0843747408816898,0.0626916793421071,0.546204150579659
"ECT2",0.012251305191088,-1.6262214317775,-1.63122359874546,-0.393599227669905,-1.75345033556496,0.253939621776847,0.278405114223523,-1.04552567232784,-0.60704336427489,-0.460105687513043
"NLGN1",-0.217903763921211,-1.2128089661707,-0.447703954328541,-1.63030935095026,-0.435117201663871,0.629869383545021,0.0341205570782783,0.390253073104471,-0.273422708261007,0.158482451565179
"NAALADL2",-0.554180004633835,-0.995858130762504,-0.474025288915915,-0.212640438633081,0.13962298656273,0.367700051296902,-0.826972863999675,-0.142026018850164,0.0407404160317626,0.458718008241834
"NAALADL2-AS2",-0.547079110550959,-0.37524456394882,-1.07289206695311,-1.53893407233172,-0.879858276842189,0.503256046387905,-0.520657351950056,-0.311955955500102,-0.698778735742483,0.00519703424015142
