Gene	UniProtID	Name	GO_Term_ID	GO_Term_Name	Taxonomy_IDs	Taxonomy_Name
CITED2	UniProtKB:Q99967	Cbp/p300-interacting transactivator 2	GO:0007422	peripheral nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0007422|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|anatomical structure development|nervous system development|peripheral nervous system development|developmental process|multicellular organismal process
CITED2	UniProtKB:Q99967	Cbp/p300-interacting transactivator 2	GO:0021602	cranial nerve morphogenesis	GO:0008150|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0021545|GO:0009653|GO:0021602|GO:0032502|GO:0032501|GO:0021675	biological_process|system development|multicellular organism development|anatomical structure development|nervous system development|cranial nerve development|anatomical structure morphogenesis|cranial nerve morphogenesis|developmental process|multicellular organismal process|nerve development
GAL3ST1	UniProtKB:Q99999	Galactosylceramide sulfotransferase	GO:0042552	myelination	GO:0008150|GO:0048731|GO:0007275|GO:0007272|GO:0048856|GO:0007399|GO:0042552|GO:0008366|GO:0032502|GO:0009987|GO:0032501	biological_process|system development|multicellular organism development|ensheathment of neurons|anatomical structure development|nervous system development|myelination|axon ensheathment|developmental process|cellular process|multicellular organismal process
SDC4	UniProtKB:P31431	Syndecan-4	GO:0001843	neural tube closure	GO:0009790|GO:0021915|GO:0043009|GO:0060562|GO:0007275|GO:0014020|GO:0009792|GO:0007399|GO:0048856|GO:0009653|GO:0060429|GO:0001841|GO:0001843|GO:0060606|GO:0035239|GO:0016331|GO:0032502|GO:0032501|GO:0008150|GO:0048729|GO:0035295|GO:0048646|GO:0009888|GO:0072175|GO:0048731|GO:0002009|GO:0048598|GO:0001838|GO:0035148	embryo development|neural tube development|chordate embryonic development|epithelial tube morphogenesis|multicellular organism development|primary neural tube formation|embryo development ending in birth or egg hatching|nervous system development|anatomical structure development|anatomical structure morphogenesis|epithelium development|neural tube formation|neural tube closure|tube closure|tube morphogenesis|morphogenesis of embryonic epithelium|developmental process|multicellular organismal process|biological_process|tissue morphogenesis|tube development|anatomical structure formation involved in morphogenesis|tissue development|epithelial tube formation|system development|morphogenesis of an epithelium|embryonic morphogenesis|embryonic epithelial tube formation|tube formation
SDC4	UniProtKB:P31431	Syndecan-4	GO:0060122	inner ear receptor cell stereocilium organization	GO:0060122|GO:0120036|GO:0048839|GO:0007275|GO:0030030|GO:0007399|GO:0048856|GO:0022008|GO:0048513|GO:0048699|GO:0032502|GO:0032501|GO:0008150|GO:0060113|GO:0030182|GO:0031175|GO:0060119|GO:0048468|GO:0048666|GO:0009987|GO:0007423|GO:0048869|GO:0042490|GO:0048731|GO:0043583|GO:0030154|GO:0016043|GO:0071840	inner ear receptor cell stereocilium organization|plasma membrane bounded cell projection organization|inner ear development|multicellular organism development|cell projection organization|nervous system development|anatomical structure development|neurogenesis|animal organ development|generation of neurons|developmental process|multicellular organismal process|biological_process|inner ear receptor cell differentiation|neuron differentiation|neuron projection development|inner ear receptor cell development|cell development|neuron development|cellular process|sensory organ development|cellular developmental process|mechanoreceptor differentiation|system development|ear development|cell differentiation|cellular component organization|cellular component organization or biogenesis
NUP133	UniProtKB:Q8WUM0	Nuclear pore complex protein Nup133	GO:0021915	neural tube development	GO:0021915|GO:0009790|GO:0008150|GO:0043009|GO:0007275|GO:0009792|GO:0035295|GO:0048856|GO:0007399|GO:0060429|GO:0009888|GO:0048731|GO:0032502|GO:0032501	neural tube development|embryo development|biological_process|chordate embryonic development|multicellular organism development|embryo development ending in birth or egg hatching|tube development|anatomical structure development|nervous system development|epithelium development|tissue development|system development|developmental process|multicellular organismal process
NUP133	UniProtKB:Q8WUM0	Nuclear pore complex protein Nup133	GO:0022008	neurogenesis	GO:0008150|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0030154|GO:0022008|GO:0032502|GO:0048869|GO:0009987|GO:0032501	biological_process|system development|multicellular organism development|anatomical structure development|nervous system development|cell differentiation|neurogenesis|developmental process|cellular developmental process|cellular process|multicellular organismal process
MACROD2	UniProtKB:A1Z1Q3	ADP-ribose glycohydrolase MACROD2	GO:0007420	brain development	GO:0008150|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
CYB5D2	UniProtKB:Q8WUJ1	Neuferricin	GO:0030182	neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
GUSBP1	UniProtKB:Q15486	Putative inactive beta-glucuronidase-like protein SMA3	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
SIX1	UniProtKB:Q15475	Homeobox protein SIX1	GO:0021610	facial nerve morphogenesis	GO:0008150|GO:0007275|GO:0021610|GO:0048856|GO:0007399|GO:0021545|GO:0009653|GO:0021602|GO:0021783|GO:0021675|GO:0048483|GO:0007417|GO:0021561|GO:0048731|GO:0048486|GO:0032502|GO:0032501	biological_process|multicellular organism development|facial nerve morphogenesis|anatomical structure development|nervous system development|cranial nerve development|anatomical structure morphogenesis|cranial nerve morphogenesis|preganglionic parasympathetic fiber development|nerve development|autonomic nervous system development|central nervous system development|facial nerve development|system development|parasympathetic nervous system development|developmental process|multicellular organismal process
SIX1	UniProtKB:Q15475	Homeobox protein SIX1	GO:0048665	neuron fate specification	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048665|GO:0048731|GO:0048663|GO:0045165|GO:0030154|GO:0032502|GO:0001708|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|neuron fate specification|system development|neuron fate commitment|cell fate commitment|cell differentiation|developmental process|cell fate specification|multicellular organismal process
SIX1	UniProtKB:Q15475	Homeobox protein SIX1	GO:0048699	generation of neurons	GO:0008150|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0030154|GO:0022008|GO:0048699|GO:0032502|GO:0048869|GO:0009987|GO:0032501	biological_process|system development|multicellular organism development|anatomical structure development|nervous system development|cell differentiation|neurogenesis|generation of neurons|developmental process|cellular developmental process|cellular process|multicellular organismal process
SIX1	UniProtKB:Q15475	Homeobox protein SIX1	GO:0061551	trigeminal ganglion development	GO:0061551|GO:0008150|GO:0007275|GO:0061550|GO:0048856|GO:0061548|GO:0007399|GO:0021545|GO:0009888|GO:0021675|GO:0048731|GO:0032502|GO:0032501	trigeminal ganglion development|biological_process|multicellular organism development|cranial ganglion development|anatomical structure development|ganglion development|nervous system development|cranial nerve development|tissue development|nerve development|system development|developmental process|multicellular organismal process
STIL	UniProtKB:Q15468	SCL-interrupting locus protein	GO:0001843	neural tube closure	GO:0009790|GO:0021915|GO:0043009|GO:0060562|GO:0007275|GO:0014020|GO:0009792|GO:0007399|GO:0048856|GO:0009653|GO:0060429|GO:0001841|GO:0001843|GO:0060606|GO:0035239|GO:0016331|GO:0032502|GO:0032501|GO:0008150|GO:0048729|GO:0035295|GO:0048646|GO:0009888|GO:0072175|GO:0048731|GO:0002009|GO:0048598|GO:0001838|GO:0035148	embryo development|neural tube development|chordate embryonic development|epithelial tube morphogenesis|multicellular organism development|primary neural tube formation|embryo development ending in birth or egg hatching|nervous system development|anatomical structure development|anatomical structure morphogenesis|epithelium development|neural tube formation|neural tube closure|tube closure|tube morphogenesis|morphogenesis of embryonic epithelium|developmental process|multicellular organismal process|biological_process|tissue morphogenesis|tube development|anatomical structure formation involved in morphogenesis|tissue development|epithelial tube formation|system development|morphogenesis of an epithelium|embryonic morphogenesis|embryonic epithelial tube formation|tube formation
STIL	UniProtKB:Q15468	SCL-interrupting locus protein	GO:0021915	neural tube development	GO:0021915|GO:0009790|GO:0008150|GO:0043009|GO:0007275|GO:0009792|GO:0035295|GO:0048856|GO:0007399|GO:0060429|GO:0009888|GO:0048731|GO:0032502|GO:0032501	neural tube development|embryo development|biological_process|chordate embryonic development|multicellular organism development|embryo development ending in birth or egg hatching|tube development|anatomical structure development|nervous system development|epithelium development|tissue development|system development|developmental process|multicellular organismal process
STIL	UniProtKB:Q15468	SCL-interrupting locus protein	GO:0030900	forebrain development	GO:0008150|GO:0030900|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|forebrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
STIL	UniProtKB:Q15468	SCL-interrupting locus protein	GO:0033504	floor plate development	GO:0021915|GO:0009790|GO:0008150|GO:0043009|GO:0007275|GO:0035295|GO:0009792|GO:0048856|GO:0007399|GO:0060429|GO:0009888|GO:0048731|GO:0033504|GO:0032502|GO:0032501	neural tube development|embryo development|biological_process|chordate embryonic development|multicellular organism development|tube development|embryo development ending in birth or egg hatching|anatomical structure development|nervous system development|epithelium development|tissue development|system development|floor plate development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0007405	neuroblast proliferation	GO:0008283|GO:0008150|GO:0007275|GO:0061351|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0009987|GO:0048869|GO:0007405|GO:0048731|GO:0030154|GO:0032502|GO:0032501	cell population proliferation|biological_process|multicellular organism development|neural precursor cell proliferation|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular process|cellular developmental process|neuroblast proliferation|system development|cell differentiation|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0007417	central nervous system development	GO:0008150|GO:0007417|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	biological_process|central nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0007418	ventral midline development	GO:0007418|GO:0008150|GO:0007417|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	ventral midline development|biological_process|central nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0014003	oligodendrocyte development	GO:0014003|GO:0008150|GO:0048709|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048468|GO:0021782|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0042063|GO:0030154|GO:0032502|GO:0010001|GO:0032501	oligodendrocyte development|biological_process|oligodendrocyte differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|cell development|glial cell development|cellular developmental process|cellular process|central nervous system development|system development|gliogenesis|cell differentiation|developmental process|glial cell differentiation|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0021513	spinal cord dorsal/ventral patterning	GO:0008150|GO:0007275|GO:0048856|GO:0021511|GO:0007399|GO:0007389|GO:0021513|GO:0048513|GO:0003002|GO:0009953|GO:0021510|GO:0007417|GO:0048731|GO:0032502|GO:0032501	biological_process|multicellular organism development|anatomical structure development|spinal cord patterning|nervous system development|pattern specification process|spinal cord dorsal/ventral patterning|animal organ development|regionalization|dorsal/ventral pattern formation|spinal cord development|central nervous system development|system development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0021522	spinal cord motor neuron differentiation	GO:0008150|GO:0021515|GO:0030182|GO:0007275|GO:0021517|GO:0021522|GO:0007399|GO:0048856|GO:0021953|GO:0022008|GO:0048513|GO:0048699|GO:0048869|GO:0009987|GO:0021510|GO:0007417|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|cell differentiation in spinal cord|neuron differentiation|multicellular organism development|ventral spinal cord development|spinal cord motor neuron differentiation|nervous system development|anatomical structure development|central nervous system neuron differentiation|neurogenesis|animal organ development|generation of neurons|cellular developmental process|cellular process|spinal cord development|central nervous system development|system development|cell differentiation|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0021794	thalamus development	GO:0008150|GO:0060322|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0021536|GO:0007420|GO:0021794|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|diencephalon development|brain development|thalamus development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0021904	dorsal/ventral neural tube patterning	GO:0021904|GO:0021915|GO:0009790|GO:0008150|GO:0043009|GO:0007275|GO:0035295|GO:0009792|GO:0048856|GO:0007399|GO:0007389|GO:0060429|GO:0003002|GO:0009888|GO:0009953|GO:0021532|GO:0048731|GO:0032502|GO:0032501	dorsal/ventral neural tube patterning|neural tube development|embryo development|biological_process|chordate embryonic development|multicellular organism development|tube development|embryo development ending in birth or egg hatching|anatomical structure development|nervous system development|pattern specification process|epithelium development|regionalization|tissue development|dorsal/ventral pattern formation|neural tube patterning|system development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0021930	cerebellar granule cell precursor proliferation	GO:0008283|GO:0008150|GO:0060322|GO:0007275|GO:0061351|GO:0021924|GO:0007399|GO:0048856|GO:0021930|GO:0021534|GO:0048513|GO:0007420|GO:0009987|GO:0007417|GO:0048731|GO:0030902|GO:0032502|GO:0032501	cell population proliferation|biological_process|head development|multicellular organism development|neural precursor cell proliferation|cell proliferation in external granule layer|nervous system development|anatomical structure development|cerebellar granule cell precursor proliferation|cell proliferation in hindbrain|animal organ development|brain development|cellular process|central nervous system development|system development|hindbrain development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0021978	telencephalon regionalization	GO:0008150|GO:0060322|GO:0021537|GO:0021978|GO:0007275|GO:0048856|GO:0007399|GO:0007389|GO:0048513|GO:0007420|GO:0003002|GO:0021871|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|telencephalon regionalization|multicellular organism development|anatomical structure development|nervous system development|pattern specification process|animal organ development|brain development|regionalization|forebrain regionalization|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0030900	forebrain development	GO:0008150|GO:0030900|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|forebrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0030901	midbrain development	GO:0008150|GO:0030901|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|midbrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0030902	hindbrain development	GO:0008150|GO:0007417|GO:0060322|GO:0048731|GO:0030902|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|central nervous system development|head development|system development|hindbrain development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0048663	neuron fate commitment	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0048663|GO:0045165|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|neuron fate commitment|cell fate commitment|cell differentiation|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0060020	Bergmann glial cell differentiation	GO:0008150|GO:0048708|GO:0007275|GO:0060020|GO:0048856|GO:0007399|GO:0022008|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0042063|GO:0030154|GO:0032502|GO:0010001|GO:0032501	biological_process|astrocyte differentiation|multicellular organism development|Bergmann glial cell differentiation|anatomical structure development|nervous system development|neurogenesis|cellular developmental process|cellular process|central nervous system development|system development|gliogenesis|cell differentiation|developmental process|glial cell differentiation|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0071542	dopaminergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0071542|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|dopaminergic neuron differentiation|cell differentiation|developmental process|multicellular organismal process
SHH	UniProtKB:Q15465	Sonic hedgehog protein	GO:0048709	oligodendrocyte differentiation	GO:0048709|GO:0008150|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0042063|GO:0030154|GO:0032502|GO:0010001|GO:0032501	oligodendrocyte differentiation|biological_process|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|cellular developmental process|cellular process|central nervous system development|system development|gliogenesis|cell differentiation|developmental process|glial cell differentiation|multicellular organismal process
UNC5D	UniProtKB:Q6UXZ4	Netrin receptor UNC5D	GO:0021859	pyramidal neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0021859|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|pyramidal neuron differentiation|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
FYN	UniProtKB:P06241	Tyrosine-protein kinase Fyn	GO:0001764	neuron migration	GO:0008150|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0009987|GO:0048869|GO:0048870|GO:0001764|GO:0048731|GO:0030154|GO:0032502|GO:0016477|GO:0032501	biological_process|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular process|cellular developmental process|cell motility|neuron migration|system development|cell differentiation|developmental process|cell migration|multicellular organismal process
FYN	UniProtKB:P06241	Tyrosine-protein kinase Fyn	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
FYN	UniProtKB:P06241	Tyrosine-protein kinase Fyn	GO:0030900	forebrain development	GO:0008150|GO:0030900|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|forebrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
FYN	UniProtKB:P06241	Tyrosine-protein kinase Fyn	GO:0048813	dendrite morphogenesis	GO:0120036|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0048813|GO:0032989|GO:0032502|GO:0032501|GO:0016358|GO:0008150|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0048667|GO:0048468|GO:0048666|GO:0048869|GO:0009987|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|dendrite morphogenesis|cellular component morphogenesis|developmental process|multicellular organismal process|dendrite development|biological_process|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular developmental process|cellular process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
RSPO2	UniProtKB:Q6UXX9	R-spondin-2	GO:0071542	dopaminergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0071542|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|dopaminergic neuron differentiation|cell differentiation|developmental process|multicellular organismal process
MDK	UniProtKB:P21741	Midkine	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
MDK	UniProtKB:P21741	Midkine	GO:0021542	dentate gyrus development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0021766|GO:0048513|GO:0007420|GO:0021761|GO:0021542|GO:0021543|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|hippocampus development|animal organ development|brain development|limbic system development|dentate gyrus development|pallium development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
MDK	UniProtKB:P21741	Midkine	GO:0021681	cerebellar granular layer development	GO:0008150|GO:0060322|GO:0021549|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0021695|GO:0022037|GO:0021681|GO:0007417|GO:0048731|GO:0030902|GO:0032502|GO:0032501	biological_process|head development|cerebellum development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|cerebellar cortex development|metencephalon development|cerebellar granular layer development|central nervous system development|system development|hindbrain development|developmental process|multicellular organismal process
MDK	UniProtKB:P21741	Midkine	GO:0021987	cerebral cortex development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0021987|GO:0007420|GO:0021543|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|cerebral cortex development|brain development|pallium development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
MDK	UniProtKB:P21741	Midkine	GO:0106091	glial cell projection elongation	GO:0008150|GO:0007275|GO:0032990|GO:0000902|GO:0030030|GO:0106091|GO:0007399|GO:0048856|GO:0009653|GO:0022008|GO:0048468|GO:0021782|GO:0048869|GO:0009987|GO:0048858|GO:0032989|GO:0048731|GO:0042063|GO:0030154|GO:0016043|GO:0071840|GO:0032502|GO:0010001|GO:0032501	biological_process|multicellular organism development|cell part morphogenesis|cell morphogenesis|cell projection organization|glial cell projection elongation|nervous system development|anatomical structure development|anatomical structure morphogenesis|neurogenesis|cell development|glial cell development|cellular developmental process|cellular process|cell projection morphogenesis|cellular component morphogenesis|system development|gliogenesis|cell differentiation|cellular component organization|cellular component organization or biogenesis|developmental process|glial cell differentiation|multicellular organismal process
GFRAL	UniProtKB:Q6UXV0	GDNF family receptor alpha-like	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
PHF10	UniProtKB:Q8WUB8	PHD finger protein 10	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
