Gene	UniProtID	Name	GO_Term_ID	GO_Term_Name	Taxonomy_IDs	Taxonomy_Name
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0007409	axonogenesis	GO:0120036|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0048667|GO:0048468|GO:0048666|GO:0048869|GO:0009987|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular developmental process|cellular process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0007416	synapse assembly	GO:0008150|GO:0050808|GO:0007275|GO:0034330|GO:0022607|GO:0048856|GO:0007399|GO:0009987|GO:0007416|GO:0044085|GO:0048731|GO:0016043|GO:0071840|GO:0032502|GO:0034329|GO:0032501	biological_process|synapse organization|multicellular organism development|cell junction organization|cellular component assembly|anatomical structure development|nervous system development|cellular process|synapse assembly|cellular component biogenesis|system development|cellular component organization|cellular component organization or biogenesis|developmental process|cell junction assembly|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0022008	neurogenesis	GO:0008150|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0030154|GO:0022008|GO:0032502|GO:0048869|GO:0009987|GO:0032501	biological_process|system development|multicellular organism development|anatomical structure development|nervous system development|cell differentiation|neurogenesis|developmental process|cellular developmental process|cellular process|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0022038	corpus callosum development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0022038|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|corpus callosum development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0030182	neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0031175	neuron projection development	GO:0008150|GO:0120036|GO:0031175|GO:0030182|GO:0007275|GO:0030030|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048666|GO:0048468|GO:0009987|GO:0048869|GO:0048731|GO:0030154|GO:0016043|GO:0071840|GO:0032502|GO:0032501	biological_process|plasma membrane bounded cell projection organization|neuron projection development|neuron differentiation|multicellular organism development|cell projection organization|anatomical structure development|nervous system development|neurogenesis|generation of neurons|neuron development|cell development|cellular process|cellular developmental process|system development|cell differentiation|cellular component organization|cellular component organization or biogenesis|developmental process|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0033278	cell proliferation in midbrain	GO:0008283|GO:0008150|GO:0060322|GO:0007275|GO:0061351|GO:0007399|GO:0048856|GO:0048513|GO:0007420|GO:0009987|GO:0030901|GO:0007417|GO:0048731|GO:0033278|GO:0032502|GO:0032501	cell population proliferation|biological_process|head development|multicellular organism development|neural precursor cell proliferation|nervous system development|anatomical structure development|animal organ development|brain development|cellular process|midbrain development|central nervous system development|system development|cell proliferation in midbrain|developmental process|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0036518	chemorepulsion of dopaminergic neuron axon	GO:0050919|GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0070887|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0061643|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0051716|GO:0071840|GO:0036518|GO:0036514	negative chemotaxis|plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|cellular response to chemical stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|chemorepulsion of axon|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular response to stimulus|cellular component organization or biogenesis|chemorepulsion of dopaminergic neuron axon|dopaminergic neuron axon guidance
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0048846	axon extension involved in axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0060560|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0048588|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:1902284|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0042221|GO:0048667|GO:0048589|GO:0048468|GO:0048666|GO:0009987|GO:0040007|GO:0048869|GO:0048846|GO:0048731|GO:1990138|GO:0048675|GO:0016043|GO:0030154|GO:0071840|GO:0016049	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|developmental growth involved in morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|developmental cell growth|axonogenesis|developmental process|response to stimulus|multicellular organismal process|neuron projection extension involved in neuron projection guidance|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|developmental growth|cell development|neuron development|cellular process|growth|cellular developmental process|axon extension involved in axon guidance|system development|neuron projection extension|axon extension|cellular component organization|cell differentiation|cellular component organization or biogenesis|cell growth
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0071679	commissural neuron axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0071679|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|commissural neuron axon guidance|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:1904938	planar cell polarity pathway involved in axon guidance	GO:0120036|GO:0120039|GO:0030030|GO:0090175|GO:0042330|GO:0007411|GO:0022008|GO:0022603|GO:0097485|GO:0050793|GO:0050794|GO:0007409|GO:0016055|GO:0065007|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0000902|GO:1905114|GO:0007267|GO:0042221|GO:1904938|GO:0048731|GO:0023052|GO:0016043|GO:0071840|GO:0007154|GO:0007275|GO:0032990|GO:0040011|GO:0007399|GO:0048812|GO:0048856|GO:0009653|GO:0048699|GO:0048858|GO:0006935|GO:0032989|GO:0009605|GO:0060071|GO:0032502|GO:0050896|GO:0032501|GO:0031175|GO:0007165|GO:0007166|GO:0048667|GO:0048468|GO:0048666|GO:0198738|GO:0009987|GO:0048869|GO:0030154|GO:0051716|GO:0050789|GO:2000027|GO:0035567	"plasma membrane bounded cell projection organization|plasma membrane bounded cell projection morphogenesis|cell projection organization|regulation of establishment of planar polarity|taxis|axon guidance|neurogenesis|regulation of anatomical structure morphogenesis|neuron projection guidance|regulation of developmental process|regulation of cellular process|axonogenesis|Wnt signaling pathway|biological regulation|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|cell morphogenesis|cell surface receptor signaling pathway involved in cell-cell signaling|cell-cell signaling|response to chemical|planar cell polarity pathway involved in axon guidance|system development|signaling|cellular component organization|cellular component organization or biogenesis|cell communication|multicellular organism development|cell part morphogenesis|locomotion|nervous system development|neuron projection morphogenesis|anatomical structure development|anatomical structure morphogenesis|generation of neurons|cell projection morphogenesis|chemotaxis|cellular component morphogenesis|response to external stimulus|Wnt signaling pathway, planar cell polarity pathway|developmental process|response to stimulus|multicellular organismal process|neuron projection development|signal transduction|cell surface receptor signaling pathway|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cell-cell signaling by wnt|cellular process|cellular developmental process|cell differentiation|cellular response to stimulus|regulation of biological process|regulation of animal organ morphogenesis|non-canonical Wnt signaling pathway"
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:1904948	midbrain dopaminergic neuron differentiation	GO:0008150|GO:0060322|GO:0030182|GO:0007275|GO:0007399|GO:0048856|GO:0021953|GO:0022008|GO:0048513|GO:0007420|GO:0048699|GO:1904948|GO:0048869|GO:0009987|GO:0030901|GO:0007417|GO:0048731|GO:0071542|GO:0030154|GO:0032502|GO:0032501	biological_process|head development|neuron differentiation|multicellular organism development|nervous system development|anatomical structure development|central nervous system neuron differentiation|neurogenesis|animal organ development|brain development|generation of neurons|midbrain dopaminergic neuron differentiation|cellular developmental process|cellular process|midbrain development|central nervous system development|system development|dopaminergic neuron differentiation|cell differentiation|developmental process|multicellular organismal process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:1904953	Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	GO:0060322|GO:0007154|GO:0007275|GO:0007399|GO:0048856|GO:1904953|GO:0022008|GO:0021953|GO:0048513|GO:0048699|GO:0030901|GO:0050794|GO:0016055|GO:0032502|GO:0050896|GO:0032501|GO:0065007|GO:0008150|GO:0030182|GO:0007165|GO:1905114|GO:0007267|GO:0007166|GO:0007420|GO:1904948|GO:0198738|GO:0009987|GO:0048869|GO:0007417|GO:0048731|GO:0071542|GO:0023052|GO:0030154|GO:0051716|GO:0050789	head development|cell communication|multicellular organism development|nervous system development|anatomical structure development|Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation|neurogenesis|central nervous system neuron differentiation|animal organ development|generation of neurons|midbrain development|regulation of cellular process|Wnt signaling pathway|developmental process|response to stimulus|multicellular organismal process|biological regulation|biological_process|neuron differentiation|signal transduction|cell surface receptor signaling pathway involved in cell-cell signaling|cell-cell signaling|cell surface receptor signaling pathway|brain development|midbrain dopaminergic neuron differentiation|cell-cell signaling by wnt|cellular process|cellular developmental process|central nervous system development|system development|dopaminergic neuron differentiation|signaling|cell differentiation|cellular response to stimulus|regulation of biological process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:1904953	Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	GO:0060322|GO:0007154|GO:0007275|GO:0007399|GO:0048856|GO:1904953|GO:0022008|GO:0021953|GO:0048513|GO:0048699|GO:0030901|GO:0050794|GO:0016055|GO:0032502|GO:0050896|GO:0032501|GO:0065007|GO:0008150|GO:0030182|GO:0007165|GO:1905114|GO:0007267|GO:0007166|GO:0007420|GO:1904948|GO:0198738|GO:0009987|GO:0048869|GO:0007417|GO:0048731|GO:0071542|GO:0023052|GO:0030154|GO:0051716|GO:0050789	head development|cell communication|multicellular organism development|nervous system development|anatomical structure development|Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation|neurogenesis|central nervous system neuron differentiation|animal organ development|generation of neurons|midbrain development|regulation of cellular process|Wnt signaling pathway|developmental process|response to stimulus|multicellular organismal process|biological regulation|biological_process|neuron differentiation|signal transduction|cell surface receptor signaling pathway involved in cell-cell signaling|cell-cell signaling|cell surface receptor signaling pathway|brain development|midbrain dopaminergic neuron differentiation|cell-cell signaling by wnt|cellular process|cellular developmental process|central nervous system development|system development|dopaminergic neuron differentiation|signaling|cell differentiation|cellular response to stimulus|regulation of biological process
RYK	UniProtKB:P34925	Tyrosine-protein kinase RYK	GO:0007409	axonogenesis	GO:0120036|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0048667|GO:0048468|GO:0048666|GO:0048869|GO:0009987|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular developmental process|cellular process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
HAND2	UniProtKB:P61296	Heart- and neural crest derivatives-expressed protein 2	GO:0003357	noradrenergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0003357|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|noradrenergic neuron differentiation|system development|cell differentiation|developmental process|multicellular organismal process
HAND2	UniProtKB:P61296	Heart- and neural crest derivatives-expressed protein 2	GO:0048485	sympathetic nervous system development	GO:0048485|GO:0008150|GO:0048483|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	sympathetic nervous system development|biological_process|autonomic nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
HAND2	UniProtKB:P61296	Heart- and neural crest derivatives-expressed protein 2	GO:0048935	peripheral nervous system neuron development	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0007422|GO:0022008|GO:0048468|GO:0048666|GO:0048699|GO:0048935|GO:0048869|GO:0009987|GO:0048934|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|peripheral nervous system development|neurogenesis|cell development|neuron development|generation of neurons|peripheral nervous system neuron development|cellular developmental process|cellular process|peripheral nervous system neuron differentiation|system development|cell differentiation|developmental process|multicellular organismal process
TREM2	UniProtKB:Q9NZC2	Triggering receptor expressed on myeloid cells 2	GO:0048143	astrocyte activation	GO:0014002|GO:0007275|GO:0007399|GO:0048856|GO:0022008|GO:0048143|GO:0006954|GO:0042063|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0048708|GO:0061900|GO:0150076|GO:0048468|GO:0006952|GO:0021782|GO:0009987|GO:0006950|GO:0048869|GO:0001775|GO:0007417|GO:0048731|GO:0030154|GO:0010001	astrocyte development|multicellular organism development|nervous system development|anatomical structure development|neurogenesis|astrocyte activation|inflammatory response|gliogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|astrocyte differentiation|glial cell activation|neuroinflammatory response|cell development|defense response|glial cell development|cellular process|response to stress|cellular developmental process|cell activation|central nervous system development|system development|cell differentiation|glial cell differentiation
TREM2	UniProtKB:Q9NZC2	Triggering receptor expressed on myeloid cells 2	GO:0061518	microglial cell proliferation	GO:0008283|GO:0008150|GO:0007275|GO:0048856|GO:0007399|GO:0061517|GO:0022008|GO:0061518|GO:0009987|GO:0048869|GO:0070661|GO:0048731|GO:0042063|GO:0030154|GO:0014009|GO:0032502|GO:0032501	cell population proliferation|biological_process|multicellular organism development|anatomical structure development|nervous system development|macrophage proliferation|neurogenesis|microglial cell proliferation|cellular process|cellular developmental process|leukocyte proliferation|system development|gliogenesis|cell differentiation|glial cell proliferation|developmental process|multicellular organismal process
ATP1B2	UniProtKB:P14415	Sodium/potassium-transporting ATPase subunit beta-2	GO:0021670	lateral ventricle development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0021591|GO:0021670|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|ventricular system development|lateral ventricle development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
ATP1B2	UniProtKB:P14415	Sodium/potassium-transporting ATPase subunit beta-2	GO:0021678	third ventricle development	GO:0008150|GO:0060322|GO:0007275|GO:0048856|GO:0007399|GO:0021678|GO:0048513|GO:0007420|GO:0021591|GO:0007417|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|multicellular organism development|anatomical structure development|nervous system development|third ventricle development|animal organ development|brain development|ventricular system development|central nervous system development|system development|developmental process|multicellular organismal process
ATP1B2	UniProtKB:P14415	Sodium/potassium-transporting ATPase subunit beta-2	GO:0021944	neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration	GO:0008150|GO:0060322|GO:0021944|GO:0007275|GO:0007399|GO:0048856|GO:0007155|GO:0021535|GO:0048513|GO:0007420|GO:0021932|GO:0009987|GO:0048870|GO:0007417|GO:0048731|GO:0030902|GO:0032502|GO:0098609|GO:0016477|GO:0032501	biological_process|head development|neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration|multicellular organism development|nervous system development|anatomical structure development|cell adhesion|cell migration in hindbrain|animal organ development|brain development|hindbrain radial glia guided cell migration|cellular process|cell motility|central nervous system development|system development|hindbrain development|developmental process|cell-cell adhesion|cell migration|multicellular organismal process
NME5	UniProtKB:P56597	Nucleoside diphosphate kinase homolog 5	GO:0021591	ventricular system development	GO:0021591|GO:0008150|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	ventricular system development|biological_process|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0003357	noradrenergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0003357|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|noradrenergic neuron differentiation|system development|cell differentiation|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0003357	noradrenergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0003357|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|noradrenergic neuron differentiation|system development|cell differentiation|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0021523	somatic motor neuron differentiation	GO:0008150|GO:0021515|GO:0030182|GO:0007275|GO:0021517|GO:0021522|GO:0007399|GO:0048856|GO:0021523|GO:0021953|GO:0022008|GO:0048513|GO:0048699|GO:0048869|GO:0009987|GO:0021510|GO:0007417|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|cell differentiation in spinal cord|neuron differentiation|multicellular organism development|ventral spinal cord development|spinal cord motor neuron differentiation|nervous system development|anatomical structure development|somatic motor neuron differentiation|central nervous system neuron differentiation|neurogenesis|animal organ development|generation of neurons|cellular developmental process|cellular process|spinal cord development|central nervous system development|system development|cell differentiation|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0021623	oculomotor nerve formation	GO:0008150|GO:0021603|GO:0007275|GO:0048856|GO:0007399|GO:0048646|GO:0021622|GO:0021545|GO:0021623|GO:0021557|GO:0009653|GO:0021602|GO:0021783|GO:0021675|GO:0048483|GO:0007417|GO:0048731|GO:0048486|GO:0032502|GO:0032501	biological_process|cranial nerve formation|multicellular organism development|anatomical structure development|nervous system development|anatomical structure formation involved in morphogenesis|oculomotor nerve morphogenesis|cranial nerve development|oculomotor nerve formation|oculomotor nerve development|anatomical structure morphogenesis|cranial nerve morphogenesis|preganglionic parasympathetic fiber development|nerve development|autonomic nervous system development|central nervous system development|system development|parasympathetic nervous system development|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0021642	trochlear nerve formation	GO:0008150|GO:0021603|GO:0007275|GO:0021639|GO:0048856|GO:0007399|GO:0048646|GO:0021545|GO:0009653|GO:0021558|GO:0021602|GO:0021642|GO:0021675|GO:0048731|GO:0032502|GO:0032501	biological_process|cranial nerve formation|multicellular organism development|trochlear nerve morphogenesis|anatomical structure development|nervous system development|anatomical structure formation involved in morphogenesis|cranial nerve development|anatomical structure morphogenesis|trochlear nerve development|cranial nerve morphogenesis|trochlear nerve formation|nerve development|system development|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0021703	locus ceruleus development	GO:0008150|GO:0060322|GO:0021548|GO:0021703|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0022037|GO:0048857|GO:0007417|GO:0048731|GO:0030902|GO:0032502|GO:0032501	biological_process|head development|pons development|locus ceruleus development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|metencephalon development|neural nucleus development|central nervous system development|system development|hindbrain development|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0030901	midbrain development	GO:0008150|GO:0030901|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|midbrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0048485	sympathetic nervous system development	GO:0048485|GO:0008150|GO:0048483|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	sympathetic nervous system development|biological_process|autonomic nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
PHOX2A	UniProtKB:O14813	Paired mesoderm homeobox protein 2A	GO:0071542	dopaminergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0071542|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|dopaminergic neuron differentiation|cell differentiation|developmental process|multicellular organismal process
