"","res_list.IN_2.log2FoldChange","res_list.IN_1.log2FoldChange","res_list.IN.log2FoldChange","res_list.nIN_1.log2FoldChange","res_list.nIN.log2FoldChange","res_list.nEN_1.log2FoldChange","res_list.nEN.log2FoldChange","res_list.IPC.log2FoldChange","res_list.MGE.log2FoldChange","res_list.RG.log2FoldChange","Mean"
"COG3",0.336478622869492,0.468248350792141,0.551439115315066,0.170929333994263,0.187945558388941,-0.0738642117784617,-0.225495707495522,-0.0983701761185667,0.0513307942508274,-0.228745296552949,0.113989638366523
"SIAH3",1.10047310935284,-0.276194767180155,-0.31178585338211,-0.373933633711214,-0.0610994006558076,1.27663064181344,-0.522361712072886,-0.402377627372906,-0.609003571510441,0.710299389458168,0.0530646574738926
"ZC3H13",0.118893638469723,0.00520044019106135,0.0554666891281149,0.126120292765181,-0.132771149576905,0.133017457646806,0.046736796876118,0.093317774569996,-0.00276256539067765,0.170477812234502,0.061369718691392
"CPB2-AS1",-0.165389823616274,-0.365332364123598,-0.441454264979688,-0.117875260699,0.190628561317866,-0.458141940455969,-0.28210785454127,-0.473044500554749,-0.285410247470489,-0.155599616960423,-0.255372731208359
"CPB2",-0.789432039819064,0.709127220422318,-1.18786603952653,-0.00888330084990376,0.337997333474096,-0.835029968794928,-0.390673303762641,0.108768564295213,-0.995786379534544,-0.399381078878533,-0.345115899297452
"RUBCNL",5.09157993701083,3.76809059993609,4.31009012008849,0.921837199873354,1.88461764502694,4.23628635946014,4.38477647068183,5.38975829228664,5.73574850531229,5.41778459672829,4.11405697264049
"LRCH1",0.0222631327575895,0.113456881942105,-0.300349481351602,0.927629608657798,-0.956612993848709,-0.152942090352779,0.352072974905558,0.683163566323845,-1.00141141003752,0.170816109290127,-0.0141913701713589
"ESD",0.0414841703732103,0.114221743333396,0.0498815463392561,-0.0465993815654781,-0.143022465447552,0.210425518348707,0.226458230727113,-0.0444313947235881,0.02707077289011,0.197071092406563,0.0632559832681737
"HTR2A",-1.40469207168938,-2.47459002122467,0.540178002172848,-0.146854062555065,-0.755542099083759,1.65733463224354,-0.514754208204478,-0.863513228864205,-0.144630993699324,-0.710420979663874,-0.481748503056837
"SUCLA2",0.189024182318564,0.200393870774021,0.0376459864804049,0.142183592606761,0.0372883171314364,-0.18310507925383,0.336729528299228,0.375584658298915,0.202534659423204,0.160575640098042,0.149885535617675
"NUDT15",0.359531826140971,0.436266623429406,0.537989470346645,0.411051785951032,0.786292324526624,0.0718160675923989,-0.210447842871787,0.596975862131882,0.284242482610385,0.641403078593279,0.391512167845084
"MED4",-0.107323576360047,-0.0462577529660567,-0.0248543163474658,0.476973479948159,0.0986563717411514,0.156613066698788,0.0446735322536338,0.152122900449983,0.168020060954335,0.208200807455854,0.112682457382834
"ITM2B",0.409490907358122,0.209758242037144,-0.0632019864192926,-0.0486921421336747,-0.05854714761616,-0.035591078332579,0.0940757093720967,0.165522710694196,-0.223217166303593,0.372240325059539,0.0821838373715798
"RB1",0.285701357554925,0.196857403801794,0.259882769675955,0.795976565731463,0.0169190886783798,-0.0535534335553645,0.121684122018828,0.0405592706786056,-0.171617675541174,0.0469525959893518,0.153936206503276
"RCBTB2",-0.612871062182197,-0.782222873987496,0.320470423079231,-0.437736355080901,-0.65060823591138,-0.532358813558428,-0.0520592406761383,-0.0359242205956758,-0.258667889374485,-0.0351490754114662,-0.307712734369894
"FNDC3A",0.0391715958383595,0.110332472031485,-0.022051916701472,0.269416600815872,0.0357789803645451,0.350249504957268,-0.0768979735809427,0.0627312914441807,-0.191439655867778,0.0368351057005299,0.0614126005002047
"CDADC1",0.508467209640599,0.370243237579137,-0.268001988269265,0.432355184291871,0.219744007789775,-0.21840965689945,-0.0256019048078909,0.100364052946075,0.362080856881782,0.142445462334066,0.16236864614867
"CAB39L",0.243846533347561,0.0790589213714242,-0.0963844867200062,0.915238936576599,-0.355760641995398,0.57860221395317,-0.114123496893019,-0.149140358624478,-0.17225552938845,-0.267659378687524,0.0661422712939879
"SETDB2",-0.0111047321979635,0.111031236272878,0.17578808876527,-0.224939315264701,0.00483189940578193,0.896341696280433,-0.187216350040173,0.175017320288438,-0.0609118600529349,0.046829663045307,0.0925667646502337
"RCBTB1",-0.103972978348665,-0.567127834924839,-0.189879762296044,-0.29409490701972,-0.31864879432354,-0.339909354786336,-0.0774801899611862,-0.146098264437528,0.0938987781166999,-0.00386367040843865,-0.19471769783896
"EBPL",-0.0292358613285469,0.111286437380687,-0.42400690818967,1.17690221270514,0.124808795931365,0.631451368434677,0.0516494543082103,-0.0191026703064812,0.588017388358023,0.266360169616387,0.247813038690979
"KPNA3",0.00400996943754189,-0.0286507030574637,0.0939625024647952,-0.685040080310953,0.109876955801695,0.22137201083138,-0.189892963708123,-0.0819454902307755,-0.156792182000771,-0.147296139273623,-0.0860396120046298
"SPRYD7",0.380102200254554,0.596380163245272,-0.0979167057759913,-0.117312096368774,0.912281346955656,0.0153098910755186,0.19613495235551,0.482672817735079,-0.153138809009842,0.0827461797268413,0.229725994019382
"DLEU2",0.00138856338359373,-0.436048953466163,-0.307592648496075,1.0702814661304,-0.250144962512025,0.960458376738152,-0.177688104928965,-0.376465371387211,-0.784418749942394,-0.422269522716366,-0.0722499907197051
"TRIM13",-0.0559503195916243,-0.291554337253891,0.0275010507088622,0.172251403906199,-0.140242892189161,0.74199979505961,-0.096317359176352,-0.259222994764906,-0.4363339343338,-0.236783101936869,-0.0574652689571932
"DLEU1",0.743551665873496,0.17238614158973,0.548674434650374,-0.265650660944833,0.590320499556485,1.44245605902908,0.530615948911692,0.159167839613019,0.00191901513838485,0.276912720200321,0.420035366361775
"DLEU7",0.103946846567674,1.11710945313868,-1.24537851897519,0.486167760739263,0.376313947308805,3.71133144064572,-0.108176071286567,0.829186903243635,0.295706108382936,0.284471250485041,0.585067912024999
"RNASEH2B",-0.937023820377369,-0.138766704881866,-0.166562769262616,-0.456972079688949,-0.317476703754753,0.322582656341595,0.00366503291295339,0.20527834453879,-0.595571306415029,-0.098495662432194,-0.217934301301944
"FAM124A",-0.385871410459803,0.223392298687815,0.253822622959542,-0.524936508000375,-0.287157814034436,-0.235542779481839,-0.0975161549856057,0.701193903705753,0.0150326855418947,0.300631567867366,-0.00369515881996874
"SERPINE3",0.298877829640141,0.622969160190316,0.194254221700557,1.79579680170645,1.36355606337804,0.439092048865978,0.473267764435685,1.29303981211396,1.4699605860132,0.711111685884302,0.866192597392863
"INTS6",0.264013025257687,0.234906241875358,0.407665567223307,0.0463997752327834,0.847506207741533,-0.224573421709295,-0.197015048515408,0.344280880378767,0.513666076746386,0.293775748522497,0.253062505275362
"INTS6-AS1",0.491059766105501,0.503782970941384,0.225602994124932,-1.04566032763883,-0.075431095513126,1.36384215692316,-0.248019036569765,-0.263593471844199,-0.0917544808417039,-0.351641988962623,0.0508187486724731
"WDFY2",0.0897576934013252,0.572151782774735,0.087605170006942,0.19367026067848,-0.00997705146729038,0.162647795784857,0.0173922522010211,-0.0409699021385441,0.390517906200026,0.197644770101896,0.166044067754345
"ATP7B",-0.275246877632696,-0.252980628881101,0.286213058558747,-1.58696398296089,-0.033623993845839,-0.234335698995958,-0.0982762263621217,-0.310657369164656,0.00799241614310137,-0.186211859225869,-0.268409116236728
"ALG11",0.597970175679655,0.0297839307975892,-0.248914528998301,1.55709635870734,0.214642793958821,0.540574688202955,0.163146897135259,0.258160984514546,0.172243543238066,-0.199394102810652,0.308531074042527
"NEK5",0.573948106013164,0.23142881658357,-0.275567049289256,-1.05457782617918,0.713249978739458,0.340174498920567,-0.35701293320935,0.188560635872269,0.167339065915938,-0.209328119713399,0.0318215173653785
"NEK3",-0.171063912690175,0.114383618417623,-0.472983711054602,-0.430362322432054,-0.486544884937102,1.69921439313733,-0.203218443523263,-0.177407313913489,0.0133864615312534,-0.180831915754754,-0.0295428031219234
"VPS36",0.0485249970274557,0.248725965509645,-0.232350195081708,-0.48623415289488,0.34599305032379,0.122180161634163,0.178173337147441,-0.0035032379790483,0.312999144147664,0.044910850129876,0.0579419919964397
"AL359513.1",1.88630327014718,0.86520989555997,0.105603887189028,0.762861429260297,-0.179894513450349,-0.842172312058597,1.09195491224345,1.72571215215806,0.781524811188473,1.02029648975563,0.721740002199314
"CKAP2",0.186805541455133,0.430796898107977,0.247496924829497,0.292014399168327,0.653566157243005,-0.270770486881658,0.514132507727461,0.275003743119296,0.181084904116123,0.31062990709884,0.2820760495984
"HNRNPA1L2",0.122741489736407,-0.520588804245852,-0.0226051259053622,-0.642008465943885,-0.21236929427715,-0.122099832833382,0.337955605230097,0.452769740491512,0.272058118007727,0.3882520581881,0.00541054884482114
"SUGT1",0.251234346599759,0.42095558813356,0.0922500885774419,0.112944035022485,0.196661900402489,-0.29460894641253,0.0984805372356658,0.303050507344387,0.217581657844195,0.155122356343796,0.155367207109125
"PCDH8",0.920157458100362,0.00585006520640322,-0.735391976346882,0.0966132341867036,-0.404462719093701,0.902885405817972,-0.896528415109154,1.20383388266619,0.172727235356901,-1.55499241108773,-0.0289308240302929
"AL356295.1",-1.76755016671696,1.06886443221854,0.851722828769928,-0.0142403631538012,0,1.13867080753789,-1.22464010469073,3.95069326595299,-0.975033232912047,-0.332298952603814,0.2696188514402
"AL442636.1",-1.79462772150072,0.124942132110604,-0.725102558222843,2.87958162089255,2.1260227316309,-0.771897627446427,-0.53565590582956,-0.210743747614259,-0.31422754287938,-0.0970392443997381,0.0681252136741122
"PCDH17",-0.271784145061766,-0.514894882889207,0.917568703077034,0.81153043665438,1.1093905771891,-0.778233820140277,0.350999596167811,0.152647212662108,0.945044054659946,0.262259099021429,0.298452683134055
"DIAPH3",0.543185152638439,0.563729722105422,1.69579725162602,0.984301535184375,-0.296429265481808,-1.06318013376063,-0.16187863299685,0.342399811844883,-0.0715988245449617,0.200730114368681,0.273705673098357
"TDRD3",0.451549089982856,0.074240204130384,0.155707028979572,0.525537124267997,0.525729148579379,0.265659305676486,0.0112694980221823,0.0359714550242989,0.137215182678387,-0.0914135145026406,0.20914645228389
"PCDH20",-1.21361168031899,1.06455863008904,0.22705661705327,-1.30415246103477,-2.10653434567428,0.893219522819215,-0.321591514184971,1.32952164669796,0.718349872969052,0.756356528393128,0.00431728168086594
"PCDH9",0.567766485115836,0.76229330134415,1.59661358945042,0.993623764849022,0.781187108079467,0.14726643573914,1.01115454483833,0.38763904996347,0.041687573368907,-0.448770163566454,0.584046168918229
"PCDH9-AS2",0.516586618551949,1.32202395133064,1.64798077504609,1.07576584084453,1.00986073403728,0.115248167139705,1.65322897694499,0.746588736771126,0.175957363142856,-0.424676889369494,0.783856427443967
"AL160254.1",-0.645580197703489,0.4262244123218,1.99112865251539,-2.34435825837745,1.18120944663573,-0.467481256043877,1.27385581073308,0.496707545809419,-0.507756243095323,-0.493321685054977,0.0910628227740299
"KLHL1",-1.08813391545221,1.57369007306324,-1.47293199756307,0.797552218561897,1.50508358291133,-2.20774209400001,0.398650851698811,-1.22976587233141,1.39106755509345,-0.763056391433658,-0.109558598945163
"DACH1",-0.124523795653851,0.452495125597959,-0.810945725981829,0.963507147476678,0.0638754535831118,0.574260680520193,1.21368677824953,0.251096979418928,0.583661769648989,0.30322592277982,0.347034033563953
"MZT1",0.141842013084174,0.159866258340074,0.255677217018148,0.483285844404535,0.0275115786323079,-0.52144624623512,0.216588178634525,0.282655942820722,0.394265835461749,0.190825400444286,0.16310720226054
"BORA",0.0214810043858581,0.10952978024621,0.036613917675312,0.522765746598822,0.12545445770247,0.319764457082183,0.0187945236296869,0.116712812301049,0.628508824612166,-0.171827748269266,0.172779777596449
"DIS3",-0.037688921821651,0.377958785394753,0.0391705580151423,0.225925480280899,0.178353777080704,-0.479006268904509,-0.11857579576357,0.0497074302873009,-0.146037649506646,0.110916981795904,0.0200724376858326
"PIBF1",0.0897501692353518,0.0363330688581376,0.219433662516442,0.490858310810907,-0.125007066209861,-0.294799650975818,-0.286939636785664,0.0988645518031999,0.350841599865834,-0.14094561642147,0.0438389392697059
"KLF12",-0.0974026291425256,-0.661048421831007,0.0200383928258129,0.735728326169549,-0.682950398797087,0.458272505734308,-0.0679887205610009,-0.319465345793257,-0.861933016205538,-0.720342507158941,-0.219709181475969
"TBC1D4",1.40012278344033,0.442360126374516,0.5759033139096,2.56940123631772,-0.0321657004679529,0.477645467275698,0.0936835637542859,-0.243741593627671,-0.195022583103098,0.428732919446662,0.551691953332009
"COMMD6",0.316267124576737,0.00611406459229708,0.330931694401308,-0.0249283942352036,0.32702878313381,0.228605777755963,0.0728365719203067,0.152669937383648,0.162153350755923,0.242232842635477,0.181391175292027
"UCHL3",-0.229123915554837,0.00690734161018634,-0.375667723224158,0.331776287993399,0.101355047395381,0.0394912079034374,-0.184246969019691,-0.057746019106715,-0.0876163201306505,0.133010897231476,-0.0321860164902172
"LMO7-AS1",0.55102636679863,0.568834803492322,0.685078124661895,1.00176854749581,0.733082203991001,0.987770411089207,0.748238795072334,0.419582891284452,-0.380919250108979,0.201318396066482,0.551578128984315
"LMO7",-0.110894058290659,0.153206116586212,-0.246169043330182,3.91869048437965,0.786270471741818,0.308869207100237,-0.0196400980703965,0.26910663919139,-0.120079554867147,0.319376951022589,0.525873711546352
"CLN5",0.202643230201457,0.0205927029590414,0.0351491129141153,0.121139239879035,-0.00389998692458615,-0.387659608965274,0.0961473370848451,-0.0626448485584401,0.0952101282365867,-0.163536690169282,-0.00468593833425022
"FBXL3",-0.328158273537559,0.136355415330105,0.472417040234186,0.100810104906324,-0.00998397696304762,-0.285117354618387,-0.0598007646894119,0.461813837135004,-0.356051172228727,-0.25325384201436,-0.0120968986445873
"MYCBP2-AS1",-0.0223538678178643,0.30762141831481,-0.133092232019963,-1.57446394823923,0.404664723393052,-0.598875495443473,-0.0869254592250475,0.391414702523987,-0.458363683847369,-0.27321588685837,-0.204358972921946
"MYCBP2",-0.41056338987361,-0.0312915866112797,-0.123382111189361,0.122528921337731,-0.0607470325782358,-0.199776715802792,-0.0661372509728081,0.0842981541260925,-0.441139425110755,-0.34860384397427,-0.147481428064929
"SLAIN1",-0.346357150480139,-0.197313714042408,-0.281965770556828,-0.757166917583089,-0.18954499460471,0.226721770074614,-0.257082319903051,-0.228981504988289,-0.533987085359045,-0.408861994571604,-0.297453968201455
"EDNRB",0.578892506052291,0.343954303867536,2.03360242585926,0.915003062351538,0.12876480424549,-0.679520124670194,-0.759855240784343,1.7320699061325,1.43187261826155,0.414554745472578,0.61393390067882
"OBI1",0.0392950099732023,0.066981591735322,-0.1107874497704,0.317041289005097,-0.502787604416475,0.037287171209016,-0.201958246506453,-0.0702129746414201,-0.377007871296893,0.0815484053178779,-0.0720600679391127
"RBM26",0.0282101496782315,0.150859947996455,0.097908762223495,0.546451043902184,0.444744837579663,0.00280502519462473,0.0972326907005792,0.269747702622965,0.283728116542708,0.0791623751621301,0.200085065160303
"NDFIP2",0.212800496778661,0.152405852706314,-0.240858667101059,-0.088120668726476,-0.573467652357308,-0.488346406188963,-0.203321729988081,-0.558116521763749,-0.562042721252989,-0.331930765777885,-0.268099878367153
"SPRY2",0.582256212492458,-0.246844282310644,0.991456227978677,0.169877467652674,0.142687571797687,-0.249643813588203,0.0946607788318723,1.13917037014526,1.01434522535343,-0.135555129493347,0.350241062885987
"AL445255.1",-2.50851285117612,-4.12387476756725,3.66126772703277,0.559956736777793,-5.27982699200491,0.266731145682283,-0.000767884995828393,-0.52243219886068,-1.23090880440804,-1.4053783423641,-1.05837462318841
"SLITRK1",-0.363369992192518,-0.099881013617024,0.0325149413731975,-1.7262967388164,-0.624810746912873,0.660961884503652,0.52541645898264,-0.081122998007731,-1.48633676016525,-1.08032951542416,-0.424325448027646
"AL162493.1",-5.24502928158315,-5.8184364332445,-7.94291677336506,-4.43106736268522,-5.15412302938723,-6.61949666139832,-5.321921190367,-4.21052197608827,-7.15822771649611,-7.33748428590581,-5.92392247105207
"SLITRK6",-0.254660481230248,-1.51909464660816,0.0228718327119639,-3.50545169098557,-2.11306257631398,-1.66739673252512,-0.620199725153872,1.04553423785609,-1.05395504476485,-0.0473246251677129,-0.971273945218146
"SLITRK5",0.0930084842216285,1.7824106600279,0.694343903848882,-0.213878532076732,0.792632421135474,0.201709673285621,-0.293359968802608,0.213429823905006,1.27811774939191,0.750224995044085,0.529863920998116
"MIR17HG",-0.0594711488758426,0.432056459018233,1.1983685224187,2.77365201065454,-0.481510671908399,-0.432283156014527,-0.368470770580859,0.453826565191244,0.678460965999855,0.290366283682257,0.44849950595852
"GPC5",-0.138974983305759,1.85502704841239,1.27260058497929,3.05089441358109,2.37734201171292,0.438693000919608,-0.0143177047496561,3.07657789725691,0.992481578297243,0.195202645453109,1.31055264925571
"GPC6",-0.571825157061057,1.71423900422457,1.02320820739893,1.05663861430793,-0.555315855371154,-0.640490731010584,-0.793185879369998,0.0977096546563018,0.266538459374929,-0.237374802527377,0.136014151462249
"TGDS",0.267768357208369,1.79519385862505,-0.804928058179817,-0.596879255656112,0.637522495525248,-0.559475696740191,-0.787525324686563,0.162610118937531,0.55520909559585,-0.223669267177228,0.0445826323452133
"GPR180",0.310092494616195,1.33678465368829,0.498396976082373,1.95811034113448,0.444762697707315,-0.670173372015854,-0.270917176551082,0.0396775611197476,0.259706841590316,0.341125963885756,0.424756698125754
"LINC00391",0.0580222665824804,0.772836036046801,1.84793374175622,1.748655290377,0.503912640883828,0.301944717425516,2.04043243047667,-0.0703858320811095,0.629975724899594,0.0519708615729756,0.788529787793998
"SOX21-AS1",0.400339223005755,0.767302990490184,2.34780356563312,1.47261735379605,0.482453020807944,0.575539569586016,1.68790589516039,0.199905823418335,0.570927487968642,0.254334072837097,0.875912900270354
"SOX21",0.662542403757226,0.264548857601233,1.04746833305378,0.78649793653455,0.852162324331888,3.54996994989458,0.607354453589413,0.5097777395552,1.02969666519535,0.434458762855496,0.974447742636872
"ABCC4",0.517833354257024,1.58900285521419,2.42121919240541,1.63112928677005,0.964732583182618,0.744760674819599,0.364276403412537,0.645683873875422,1.84053471896107,0.736739056469744,1.14559119993677
"DZIP1",0.156199179053723,0.431369840549396,-0.179791350889052,0.672710161485189,0.424872759531705,-0.495950203376652,0.159618452982966,0.12262388749702,0.332119455456126,0.323726927623509,0.194749910991393
"DNAJC3-DT",-0.57533847306451,0.657238860257106,0.344813531822745,2.00804952730014,0.472588462424297,-1.67722362450723,0.919512551419374,0.203858526461303,0.211583622854909,0.153961263218696,0.271904424818683
"DNAJC3",-0.533163951572955,0.251163764153157,-0.162185523469135,-0.488361224937319,0.362219816509488,-0.866613722695661,-0.0631589457282054,0.233292647232372,-0.0612732715444442,-0.161403529136139,-0.148948394118884
"UGGT2",0.579340212773276,0.982570146266922,0.331160405955831,1.90292018176013,0.0828508943461235,-0.127538568776328,-0.0352893299077491,0.435328572310781,0.141171860843303,0.171104349174745,0.446361872474703
"HS6ST3",-1.41860208047788,0.0626148536796854,0.895165748310239,1.30296890686143,-0.637890794135062,-2.36803170115982,-1.78250267054038,1.57895492438887,0.836082950664667,0.63836863345211,-0.0892871228956151
"MBNL2",-0.633207373621525,-0.146232105361395,0.306593096053652,1.40715686313481,0.156975434760069,-0.635270112235769,0.43590637294242,0.126692534526758,0.269572947397034,-0.229335948218147,0.105885170937791
"AL442067.3",0.297766657898394,-0.353749776848367,0.506062466696422,0.00354224319212384,-0.383315538824981,-0.558082801294664,-0.095381991123998,-1.02551886718818,0.544051858510545,-0.284254433075386,-0.134888018205809
"RAP2A",0.148971239372054,-0.0134834674340572,0.123174106406742,-0.215661383619964,0.0332926716117602,-0.198978291304159,0.0145114544991236,0.0490214058603906,-0.0183184289781349,0.0112553234488958,-0.0066215370137349
"IPO5",-0.0476405896657598,-0.139480822206817,-0.108374189870918,-0.114364567798636,0.0690033520694931,-0.554652170011155,-0.0950934608038699,0.0240264038500992,0.153432013848077,0.161480534179748,-0.0651663496409738
"FARP1",0.154869822482045,0.167131559111839,0.15353461626396,-0.117741163028927,0.0754430417692465,-0.40634055556961,0.0466775442306397,0.0704913300187841,-0.20872326084005,0.238748946522774,0.01740918809607
"STK24",0.0236132668276285,-0.238251881431584,0.476999064297306,-0.241865936152419,-0.00436934747510162,-0.0442452064077912,-0.103522890970282,-0.168494118259415,-0.120212508680432,-0.239558912172774,-0.0659908470424864
"DOCK9",-1.30277270052948,0.303632466606772,0.401802491037951,3.01057543430967,-0.500667768162716,0.0150452641891834,0.1031965328676,-0.352710536399554,-1.61901787951705,-0.430597308051136,-0.0371514003648765
"UBAC2",0.0163986678947584,-0.308433754051415,0.233602837307282,-0.137659959745978,0.0258143215845425,-0.0584078048227051,0.196628795245934,0.011259040941962,0.248977646922658,0.112062662790364,0.0340242454067404
"TM9SF2",0.315973903711083,-0.0476533062519845,-0.00759801337226945,0.129455544901767,-0.0780613672411769,-0.273064603914895,-0.175785717914894,-0.0472943034336244,0.0277146569040455,-0.244907539968779,-0.0401220746580727
"CLYBL",0.0618917560264786,1.43515589922395,-0.083913452855153,1.39812975765403,1.68152247806487,-1.2020874258074,0.340021227974605,0.63210032429452,1.49667898545935,0.796916510962646,0.655641606099789
"AL137139.2",0.448811754594774,1.58399471334586,0.281086184559701,2.0061102302805,-0.0363702166392812,-0.248138078575039,3.35740769340987,2.55479348797434,3.97563648242611,2.61649341608724,1.65398256674641
"ZIC5",2.79250534639529,1.66373368061666,1.44435396799885,3.06886486763955,0.615862474206135,1.76641166595361,4.61955975198461,2.11698033283087,2.30662819859963,1.98742582727444,2.23823261134996
"ZIC2",2.19043471370885,2.52405316882024,1.72312782078168,4.33684018337141,2.01541091902722,2.08375831832816,2.71517905666879,1.09835512643104,2.13389149868287,2.70578644751928,2.35268372533395
"PCCA-DT",1.04803392126265,1.65260456776607,0.269797535877597,0.856161698753792,0.614474938392598,-0.467869196529159,1.47569850938684,0.715251640053037,1.17520737899555,0.661637580797157,0.800099857475612
"PCCA",0.346649685324467,0.907523766974609,0.0897782958907589,1.11858569454574,-0.0742751424979183,-0.118679000405041,0.24041966296684,0.0324993024769062,0.243852636539421,0.138775581872869,0.292513048368865
"TMTC4",-0.437221053038794,0.0829217075075967,0.125897952660473,0.917154358517844,0.395465569787607,0.0294000476429736,-0.147289483844419,-0.367018771385983,0.474362363873567,0.176923626969773,0.125059631869064
"NALCN",-0.221219020833454,0.566793685902032,-1.0428673906346,-1.30158870053054,0.947851529639947,-1.0561733429005,-0.0847804456828579,0.458600548644506,-0.389245740818573,-0.669765151745163,-0.27923940289592
"FGF14",-0.414583517581077,0.103461279772108,-0.79682573376598,-0.975367729348941,1.43371941845916,-0.0815899581168217,-0.0587466094533327,-0.136015445541715,-0.591158736852701,-0.312252023182861,-0.182935905561216
"TPP2",-0.293995510699505,-0.0482190250453613,0.0807825594550849,-0.830388843302212,0.31861749058172,-0.270352673068599,0.153616393822781,0.213501017131289,0.209448923543896,0.160856397789658,-0.0306133269791249
"TEX30",-0.23341615131818,-0.319365843700109,-0.199254547285257,0.391983102265249,-0.330122151129721,-0.149905860494577,-0.0275732571708189,-0.207666530550387,0.0385486348630759,0.278011070434803,-0.0758761534085922
"POGLUT2",-0.0755002544005526,-0.0785303128253769,-0.359496443586969,1.17463950145859,-0.247955015452064,-0.848033342877808,-0.508460960473249,0.836073576367379,0.591316804511721,0.0159832442318632,0.0500036796953531
"BIVM",-0.248606090517571,0.247126331076452,0.195535207725429,0.192089369749436,0.607288455562983,0.168935253686028,0.0831008688460125,0.240646786558395,0.418171577418231,0.175823056705032,0.208011081681043
"ERCC5",-0.12308803822457,0.157715621911651,0.139268757789688,-0.0635972152653323,-0.0516266778709727,0.00473188701477482,-0.273464280077193,0.196219668910139,-0.1999503104642,-0.20738057039279,-0.0421171156668804
"AL138701.2",1.78599754978313,2.34375553257011,3.5656087460301,2.86505587021447,2.08984396732224,1.66488560885166,3.53827884219306,3.79635747192294,7.64086480000069,3.63401488056529,3.29246632694537
"EFNB2",-0.590228548029244,-0.173293058766937,0.351889528589128,-0.0304204556741059,-0.00670468817362963,0.858087278423981,-0.00734649488121455,-0.246875093644413,0.50635262348839,-0.136718565087642,0.0524742526244313
"AL138689.2",-0.417547240857224,-0.110643166004842,0.293361910727859,0.210643687991278,0.610098507159995,1.00272433181708,0.411422508005504,-0.0884156366698151,0.326496029018578,-0.479077794604507,0.175906313658391
"ARGLU1",-0.178490909845556,0.111949549313935,0.263217979606546,0.0161206584208293,0.0668867901890566,-0.154081810380924,0.0528150860058045,-0.0442299244103396,0.142701681687475,-0.0519635383048548,0.0224925562281972
"FAM155A",-0.321995319434043,0.248091128372191,0.210488667483467,0.673906592617228,0.328640374893885,-0.382319726405537,-0.225128822223075,-0.117050229817363,-1.12231790842597,-1.10410513940877,-0.181179038234798
"LIG4",0.593790816688808,0.641947249891768,0.507430660095608,0.544400024226394,0.86120845074022,0.657159282382621,0.355438671607922,0.0388120679781144,0.00665327632531771,0.210513372939662,0.441735387287643
"ABHD13",0.475922726025456,0.339109805229184,0.336740895406813,0.595879968826509,0.466785394228879,0.62756970848436,0.199614035621799,0.16096833729312,0.457541580613606,0.185176672794213,0.384530912452394
"MYO16",-1.59757953767789,1.28599678953852,-0.69477526975602,-1.09643471979564,0.731848111862431,-0.464874926644098,-0.375592925937047,-0.199458078071156,0.844426191864968,-0.419967771123747,-0.198641213573968
"IRS2",-0.483843751339993,-0.532947774177499,0.0383961635896245,-0.70055461343753,-0.157494153239955,-0.304466010832849,-0.0731065400467198,0.228050233584657,0.112996294862825,-0.0921021324685548,-0.196507228350599
"COL4A1",-0.674030680614715,-0.199556443442305,-0.250840791815549,2.04718017145618,0.0753933276709927,2.45081249294439,-0.0366906271274322,0.736084060423933,0.519621880656541,0.579651744682736,0.524762513483477
"COL4A2",-0.728321995692983,-0.0620090497462435,0.0266016885999755,0.325308221501565,0.0178978166477902,0.420111884768144,0.110861220071016,0.358089310056711,0.486341732847905,0.62891504069118,0.158379586974506
"NAXD",-0.117792247538006,-0.348725154309606,-0.294712504006526,-0.116010832986888,-0.113677094278513,-0.507431791488872,-0.0650194428334989,-0.176699346392405,0.050449906839525,0.125328679835354,-0.156428982715944
"CARS2",0.461125400754844,0.0558743848403507,0.156059262488375,0.226154813688007,0.25145186213205,-0.244902357200543,0.0134622228226822,0.165832679913783,0.152111493859282,0.0789834681658558,0.131615323146469
"ING1",0.158976266324578,0.177225590658353,-0.394401252499965,-0.110713879907216,0.12338042515939,0.198371911776676,-0.423042975192846,0.107586124464959,0.0554801364202103,0.191903239031374,0.00847655862355149
"ANKRD10",0.367780288442695,0.246216831119361,0.0103828057258906,-0.249660446513792,-0.219546402030736,0.0914656747655655,0.0532683070916953,0.143648897537744,0.0396888883245038,0.097997137244827,0.0581241981707754
"ARHGEF7",0.176955835758426,0.124103367895021,0.0861131513233892,-0.594525719672103,-0.354450722025258,0.287268414664416,-0.0339065434108275,0.0458597697456315,-0.0954013309223966,2.65100705692333e-05,-0.0357957266573131
"TEX29",1.13689313456794,-0.659295282795398,0.125409032516168,-0.549985692711617,-0.155862269102227,0.591732366372899,-0.271782220944609,0.607993363540598,0.112204762348278,0.255824851421108,0.119313204521314
"AL359649.1",-0.105273368233361,-0.754896412809385,1.22744009348497,0,-1.54673416013493,-1.98640705399494,1.84102810518382,-4.64504009977316,-2.61679678378991,-0.521004938359659,-0.910768461842656
"LINC00354",-0.644551907614186,-0.219311188405295,-0.42860698979804,2.47351270963416,-1.62769665776608,0.5698746719126,-1.93436806584815,1.67251075768936,0.150075623062052,-0.276975897435671,-0.0265536944569246
"SOX1-OT",-0.454272456236655,-1.01426932542502,0.476474826542757,1.03917063710394,-1.51609373380986,-1.9632690631704,-0.245929942466705,-0.496619515394842,-1.02380025717059,-1.05555744353019,-0.625416627355755
